"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.848","","01/01/2015","12/31/2015"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.939","","01/01/2015","12/31/2015"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.942","","01/01/2015","12/31/2015"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.370","","01/01/2015","12/31/2015"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.348","","01/01/2015","12/31/2015"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.750","","01/01/2015","12/31/2015"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.303","","01/01/2015","12/31/2015"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.462","","01/01/2015","12/31/2015"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.093","","01/01/2015","12/31/2015"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.477","","01/01/2015","12/31/2015"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.893","","01/01/2015","12/31/2015"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.120","","01/01/2015","12/31/2015"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.619","","01/01/2015","12/31/2015"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.013","","01/01/2015","12/31/2015"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.613","","01/01/2015","12/31/2015"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.954","","01/01/2015","12/31/2015"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.829","","01/01/2015","12/31/2015"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.147","","01/01/2015","12/31/2015"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.663","","01/01/2015","12/31/2015"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.864","","01/01/2015","12/31/2015"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.077","","01/01/2015","12/31/2015"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.978","","01/01/2015","12/31/2015"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.312","","01/01/2015","12/31/2015"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.625","","01/01/2015","12/31/2015"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.948","","01/01/2015","12/31/2015"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.703","","01/01/2015","12/31/2015"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.650","","01/01/2015","12/31/2015"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.244","","01/01/2015","12/31/2015"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.352","","01/01/2015","12/31/2015"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.233","","01/01/2015","12/31/2015"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.923","","01/01/2015","12/31/2015"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.632","","01/01/2015","12/31/2015"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.856","","01/01/2015","12/31/2015"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.884","","01/01/2015","12/31/2015"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.099","","01/01/2015","12/31/2015"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.659","","01/01/2015","12/31/2015"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.493","","01/01/2015","12/31/2015"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.170","","01/01/2015","12/31/2015"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.241","","01/01/2015","12/31/2015"
"AK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.560","","01/01/2015","12/31/2015"
"AL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.389","","01/01/2015","12/31/2015"
"AR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.395","","01/01/2015","12/31/2015"
"AS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"AZ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.197","","01/01/2015","12/31/2015"
"CA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.084","","01/01/2015","12/31/2015"
"CO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.782","","01/01/2015","12/31/2015"
"CT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.182","","01/01/2015","12/31/2015"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.329","","01/01/2015","12/31/2015"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.792","","01/01/2015","12/31/2015"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.351","","01/01/2015","12/31/2015"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.417","","01/01/2015","12/31/2015"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.878","","01/01/2015","12/31/2015"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.753","","01/01/2015","12/31/2015"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.818","","01/01/2015","12/31/2015"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.954","","01/01/2015","12/31/2015"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.094","","01/01/2015","12/31/2015"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.192","","01/01/2015","12/31/2015"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.562","","01/01/2015","12/31/2015"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.536","","01/01/2015","12/31/2015"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.876","","01/01/2015","12/31/2015"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.486","","01/01/2015","12/31/2015"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.756","","01/01/2015","12/31/2015"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.214","","01/01/2015","12/31/2015"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.613","","01/01/2015","12/31/2015"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.031","","01/01/2015","12/31/2015"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.348","","01/01/2015","12/31/2015"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.104","","01/01/2015","12/31/2015"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.130","","01/01/2015","12/31/2015"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.022","","01/01/2015","12/31/2015"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.268","","01/01/2015","12/31/2015"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.246","","01/01/2015","12/31/2015"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.282","","01/01/2015","12/31/2015"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.979","","01/01/2015","12/31/2015"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.098","","01/01/2015","12/31/2015"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.155","","01/01/2015","12/31/2015"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.084","","01/01/2015","12/31/2015"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.537","","01/01/2015","12/31/2015"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.815","","01/01/2015","12/31/2015"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.044","","01/01/2015","12/31/2015"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.391","","01/01/2015","12/31/2015"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.007","","01/01/2015","12/31/2015"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.434","","01/01/2015","12/31/2015"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.647","","01/01/2015","12/31/2015"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.375","","01/01/2015","12/31/2015"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.997","","01/01/2015","12/31/2015"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.886","","01/01/2015","12/31/2015"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.989","","01/01/2015","12/31/2015"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","2.921","","01/01/2015","12/31/2015"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.832","","01/01/2015","12/31/2015"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.805","","01/01/2015","12/31/2015"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.635","","01/01/2015","12/31/2015"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.437","","01/01/2015","12/31/2015"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.188","","01/01/2015","12/31/2015"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.445","","01/01/2015","12/31/2015"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.069","","01/01/2015","12/31/2015"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.930","","01/01/2015","12/31/2015"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.882","","01/01/2015","12/31/2015"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.940","","01/01/2015","12/31/2015"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.460","","01/01/2015","12/31/2015"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.790","","01/01/2015","12/31/2015"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.771","","01/01/2015","12/31/2015"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.930","","01/01/2015","12/31/2015"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.179","","01/01/2015","12/31/2015"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.143","","01/01/2015","12/31/2015"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.346","","01/01/2015","12/31/2015"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.416","","01/01/2015","12/31/2015"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.233","","01/01/2015","12/31/2015"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.750","","01/01/2015","12/31/2015"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.801","","01/01/2015","12/31/2015"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.733","","01/01/2015","12/31/2015"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.196","","01/01/2015","12/31/2015"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.178","","01/01/2015","12/31/2015"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.638","","01/01/2015","12/31/2015"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.137","","01/01/2015","12/31/2015"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.263","","01/01/2015","12/31/2015"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.981","","01/01/2015","12/31/2015"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.364","","01/01/2015","12/31/2015"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.769","","01/01/2015","12/31/2015"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.922","","01/01/2015","12/31/2015"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.315","","01/01/2015","12/31/2015"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.905","","01/01/2015","12/31/2015"
"ND","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.341","","01/01/2015","12/31/2015"
"NE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.701","","01/01/2015","12/31/2015"
"NH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.527","","01/01/2015","12/31/2015"
"NJ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.024","","01/01/2015","12/31/2015"
"NM","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.430","","01/01/2015","12/31/2015"
"NV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.669","","01/01/2015","12/31/2015"
"NY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.003","","01/01/2015","12/31/2015"
"OH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.880","","01/01/2015","12/31/2015"
"OK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.112","","01/01/2015","12/31/2015"
"OR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.470","","01/01/2015","12/31/2015"
"PA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.859","","01/01/2015","12/31/2015"
"PR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.308","","01/01/2015","12/31/2015"
"RI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.397","","01/01/2015","12/31/2015"
"SC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.074","","01/01/2015","12/31/2015"
"SD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.172","","01/01/2015","12/31/2015"
"TN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.102","","01/01/2015","12/31/2015"
"TX","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.853","","01/01/2015","12/31/2015"
"UT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.437","","01/01/2015","12/31/2015"
"VA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.737","","01/01/2015","12/31/2015"
"VI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.148","","01/01/2015","12/31/2015"
"VT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.611","","01/01/2015","12/31/2015"
"WA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.534","","01/01/2015","12/31/2015"
"WI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.376","","01/01/2015","12/31/2015"
"WV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.941","","01/01/2015","12/31/2015"
"WY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.012","","01/01/2015","12/31/2015"
"AK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.770","","01/01/2015","12/31/2015"
"AL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.679","","01/01/2015","12/31/2015"
"AR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.722","","01/01/2015","12/31/2015"
"AS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"AZ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.966","","01/01/2015","12/31/2015"
"CA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.162","","01/01/2015","12/31/2015"
"CO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.116","","01/01/2015","12/31/2015"
"CT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.187","","01/01/2015","12/31/2015"
"DC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.062","","01/01/2015","12/31/2015"
"DE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.121","","01/01/2015","12/31/2015"
"FL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.944","","01/01/2015","12/31/2015"
"GA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.975","","01/01/2015","12/31/2015"
"GU","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"HI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.755","","01/01/2015","12/31/2015"
"IA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.857","","01/01/2015","12/31/2015"
"ID","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.863","","01/01/2015","12/31/2015"
"IL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.018","","01/01/2015","12/31/2015"
"IN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.998","","01/01/2015","12/31/2015"
"KS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.884","","01/01/2015","12/31/2015"
"KY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.055","","01/01/2015","12/31/2015"
"LA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.894","","01/01/2015","12/31/2015"
"MA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.051","","01/01/2015","12/31/2015"
"MD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.133","","01/01/2015","12/31/2015"
"ME","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.702","","01/01/2015","12/31/2015"
"MI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.910","","01/01/2015","12/31/2015"
"MN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.909","","01/01/2015","12/31/2015"
"MO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.975","","01/01/2015","12/31/2015"
"MP","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"MS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.708","","01/01/2015","12/31/2015"
"MT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.942","","01/01/2015","12/31/2015"
"NC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.913","","01/01/2015","12/31/2015"
"ND","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.092","","01/01/2015","12/31/2015"
"NE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.866","","01/01/2015","12/31/2015"
"NH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.041","","01/01/2015","12/31/2015"
"NJ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.051","","01/01/2015","12/31/2015"
"NM","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.265","","01/01/2015","12/31/2015"
"NV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.145","","01/01/2015","12/31/2015"
"NY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.996","","01/01/2015","12/31/2015"
"OH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.941","","01/01/2015","12/31/2015"
"OK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.988","","01/01/2015","12/31/2015"
"OR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.015","","01/01/2015","12/31/2015"
"PA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.033","","01/01/2015","12/31/2015"
"PR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.448","","01/01/2015","12/31/2015"
"RI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.197","","01/01/2015","12/31/2015"
"SC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.965","","01/01/2015","12/31/2015"
"SD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.942","","01/01/2015","12/31/2015"
"TN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.953","","01/01/2015","12/31/2015"
"TX","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.954","","01/01/2015","12/31/2015"
"UT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.051","","01/01/2015","12/31/2015"
"VA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.059","","01/01/2015","12/31/2015"
"VI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.544","","01/01/2015","12/31/2015"
"VT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.972","","01/01/2015","12/31/2015"
"WA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.123","","01/01/2015","12/31/2015"
"WI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.029","","01/01/2015","12/31/2015"
"WV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.081","","01/01/2015","12/31/2015"
"WY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.069","","01/01/2015","12/31/2015"
"AK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.947","","01/01/2015","12/31/2015"
"AL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.718","","01/01/2015","12/31/2015"
"AR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.779","","01/01/2015","12/31/2015"
"AS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"AZ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.008","","01/01/2015","12/31/2015"
"CA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.185","","01/01/2015","12/31/2015"
"CO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.178","","01/01/2015","12/31/2015"
"CT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.253","","01/01/2015","12/31/2015"
"DC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.168","","01/01/2015","12/31/2015"
"DE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.241","","01/01/2015","12/31/2015"
