Hospital_Name,Provider_ID,State,Fiscal_Year,Domain_1_Score,Domain_1_Score_Footnote,Domain_1_Start_Date,Domain_1_End_Date,AHRQ_PSI_90_Score,AHRQ_PSI_90_Score_Footnote,Domain_2_Score,Domain_2_Score_Footnote,CLABSI_Score,CLABSI_Score_Footnote,CAUTI_Score,CAUTI_Score_Footnote,SSI_Score,SSI_Score_Footnote,MRSA_Score,MRSA_Footnote,CDI_Score,CDI_Footnote,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Total_HAC_Score_Footnote,Payment_Reduction,Payment_Reduction_Footnote
"HOPKINS COUNTY MEMORIAL HOSPITAL","450236","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","3.4000","","1","","3","","7","","4","","2","","01-JAN-14","31-DEC-15","3.9400","","No",""
"CHRISTUS SANTA ROSA HOSPITAL","450237","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","8.4000","","7","","7","","9","","9","","10","","01-JAN-14","31-DEC-15","8.1900","","Yes",""
"FAITH COMMUNITY HOSPITAL","450241","TX","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"HAMLIN MEMORIAL HOSPITAL","450243","TX","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"BELLVILLE GENERAL HOSPITAL","450253","TX","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"WISE REGIONAL HEALTH SYSTEM","450271","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.2000","","6","","2","","3","","10","","10","","01-JAN-14","31-DEC-15","5.8700","","No",""
"CENTRAL TEXAS MEDICAL CENTER","450272","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.8000","","9","","1","","7","","8","","9","","01-JAN-14","31-DEC-15","6.3800","","No",""
"BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND","450280","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","4.4000","","5","","4","","3","","4","","6","","01-JAN-14","31-DEC-15","4.6400","","No",""
"HARRIS HEALTH SYSTEM","450289","TX","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.8000","","5","","5","","7","","4","","3","","01-JAN-14","31-DEC-15","5.5800","","No",""
"TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","450292","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","4.3333","","N/A","5","10","","1","","N/A","5","2","","01-JAN-14","31-DEC-15","4.2833","","No",""
"FRIO REGIONAL HOSPITAL","450293","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.9000","","No",""
"COLLEGE STATION MEDICAL CENTER","450299","TX","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.6000","","10","","5","","3","","10","","5","","01-JAN-14","31-DEC-15","6.3600","","No",""
"STAMFORD MEMORIAL HOSPITAL","450306","TX","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"TEXOMA MEDICAL CENTER","450324","TX","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.8000","","6","","5","","2","","10","","6","","01-JAN-14","31-DEC-15","6.4300","","No",""
"OAKBEND MEDICAL CENTER","450330","TX","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","3.6000","","1","","1","","1","","9","","6","","01-JAN-14","31-DEC-15","4.4100","","No",""
"SAN ANGELO COMMUNITY MEDICAL CENTER","450340","TX","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","3.0000","","1","","5","","2","","4","","3","","01-JAN-14","31-DEC-15","3.3000","","No",""
"BAPTIST BEAUMONT HOSPITAL","450346","TX","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","7.4000","","8","","10","","10","","7","","2","","01-JAN-14","31-DEC-15","6.7400","","Yes",""
"HUNTSVILLE MEMORIAL HOSPITAL","450347","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.0000","","5","","2","","6","","8","","9","","01-JAN-14","31-DEC-15","5.2500","","No",""
"FALLS COMMUNITY HOSPITAL AND CLINIC","450348","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.9000","","No",""
"TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL","450351","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","3.0000","","N/A","5","N/A","5","1","","N/A","5","5","","01-JAN-14","31-DEC-15","3.6000","","No",""
"HUNT REGIONAL MEDICAL CENTER","450352","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","3.6000","","6","","1","","1","","6","","4","","01-JAN-14","31-DEC-15","4.1100","","No",""
"METHODIST HOSPITAL,THE","450358","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","7.4000","","8","","7","","8","","7","","7","","01-JAN-14","31-DEC-15","7.3400","","Yes",""
"CHILDRESS REGIONAL MEDICAL CENTER","450369","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.4500","","No",""
"COLUMBUS COMMUNITY HOSPITAL","450370","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","3.5000","","N/A","5","N/A","5","5","","N/A","5","2","","01-JAN-14","31-DEC-15","3.8750","","No",""
"BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE","450372","TX","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.2000","","4","","5","","8","","1","","8","","01-JAN-14","31-DEC-15","5.7700","","No",""
"DALLAS MEDICAL CENTER","450379","TX","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.0000","","10","","3","","4","","6","","7","","01-JAN-14","31-DEC-15","5.4000","","No",""
"METHODIST HOSPITAL","450388","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","7.0000","","6","","8","","5","","7","","9","","01-JAN-14","31-DEC-15","6.1000","","No",""
"EAST TEXAS MEDICAL CENTER ATHENS","450389","TX","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","1.6000","","1","","3","","1","","1","","2","","01-JAN-14","31-DEC-15","1.6600","","No",""
"MEMORIAL MEDICAL CENTER LIVINGSTON","450395","TX","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","3.5000","","N/A","5","1","","4","","7","","2","","01-JAN-14","31-DEC-15","3.7250","","No",""
"BROWNFIELD REGIONAL MEDICAL CENTER","450399","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","6.0000","","No",""
"PARKVIEW REGIONAL HOSPITAL","450400","TX","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.6000","","No",""
"MEDICAL CENTER OF MCKINNEY","450403","TX","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.0000","","2","","9","","3","","3","","8","","01-JAN-14","31-DEC-15","4.7000","","No",""
"EASTLAND MEMORIAL HOSPITAL","450411","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.5000","","N/A","5","N/A","5","1","","N/A","5","10","","01-JAN-14","31-DEC-15","5.2750","","No",""
"TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE","450419","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","3.0000","","1","","5","","N/A","5","N/A","5","3","","01-JAN-14","31-DEC-15","3.4500","","No",""
"BAYLOR MEDICAL CENTER AT UPTOWN","450422","TX","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.1500","","No",""
"HOUSTON METHODIST SAN JACINTO HOSPITAL","450424","TX","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","4.6000","","3","","4","","5","","5","","6","","01-JAN-14","31-DEC-15","4.6600","","No",""
"ST DAVID'S MEDICAL CENTER","450431","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.6000","","6","","9","","9","","4","","5","","01-JAN-14","31-DEC-15","5.7600","","No",""
"NAVARRO REGIONAL HOSPITAL","450447","TX","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","2.8000","","1","","4","","5","","1","","3","","01-JAN-14","31-DEC-15","3.7300","","No",""
"GLEN ROSE MEDICAL CENTER","450451","TX","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","5.0000","","No",""
"TYLER COUNTY HOSPITAL","450460","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","450462","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.8000","","5","","8","","6","","3","","7","","01-JAN-14","31-DEC-15","5.5300","","No",""
"MATAGORDA REGIONAL MEDICAL CENTER","450465","TX","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","4.0000","","N/A","5","1","","N/A","5","N/A","5","7","","01-JAN-14","31-DEC-15","3.8500","","No",""
"WILSON N JONES REGIONAL MEDICAL CENTER","450469","TX","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.0000","","3","","3","","3","","10","","6","","01-JAN-14","31-DEC-15","5.4500","","No",""
"ETMC HENDERSON","450475","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","4.0000","","N/A","5","N/A","5","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","4.0000","","No",""
"WOODLAND HEIGHTS MEDICAL CENTER","450484","TX","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.0000","","9","","1","","8","","1","","1","","01-JAN-14","31-DEC-15","4.9000","","No",""
"ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE","450488","TX","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"MEDICAL ARTS HOSPITAL","450489","TX","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","3.0000","","N/A","5","N/A","5","N/A","5","N/A","5","3","","01-JAN-14","31-DEC-15","3.7500","","No",""
"STEPHENS MEMORIAL HOSPITAL","450498","TX","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","2.0500","","No",""
"MEMORIAL HOSPITAL","450508","TX","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.0000","","9","","5","","1","","6","","4","","01-JAN-14","31-DEC-15","4.5500","","No",""
"THE MEDICAL CENTER OF SOUTHEAST TEXAS","450518","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.6000","","9","","4","","8","","9","","3","","01-JAN-14","31-DEC-15","5.7600","","No",""
"METHODIST RICHARDSON MEDICAL CENTER","450537","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.0000","","6","","9","","1","","2","","7","","01-JAN-14","31-DEC-15","5.3000","","No",""
"COVENANT HOSPITAL PLAINVIEW","450539","TX","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","1.5000","","N/A","5","N/A","5","1","","N/A","5","2","","01-JAN-14","31-DEC-15","1.7250","","No",""
"ABILENE REGIONAL MEDICAL CENTER","450558","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.6000","","5","","4","","8","","10","","6","","01-JAN-14","31-DEC-15","5.7600","","No",""
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE","450563","TX","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.4000","","8","","7","","8","","3","","6","","01-JAN-14","31-DEC-15","6.9400","","Yes",""
"PALO PINTO GENERAL HOSPITAL","450565","TX","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","1.0000","","N/A","5","1","","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","2.2000","","No",""
"SHANNON MEDICAL CENTER","450571","TX","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.2000","","8","","3","","8","","4","","3","","01-JAN-14","31-DEC-15","4.7200","","No",""
"CHRISTUS JASPER MEMORIAL HOSPITAL","450573","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.9000","","No",""
"HEMPHILL COUNTY HOSPITAL","450578","TX","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"HOUSTON COUNTY MEDICAL CENTER","450580","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","4.0000","","N/A","5","N/A","5","6","","N/A","5","2","","01-JAN-14","31-DEC-15","4.4500","","No",""
"WILBARGER GENERAL HOSPITAL","450584","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","4.0000","","N/A","5","N/A","5","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","4.3000","","No",""
"SEYMOUR HOSPITAL","450586","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","10.0000","","N/A","5","N/A","5","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","9.4000","","Yes",""
"BROWNWOOD REGIONAL MEDICAL CENTER","450587","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","2.2000","","1","","1","","5","","1","","3","","01-JAN-14","31-DEC-15","2.0200","","No",""
"LAKE GRANBURY MEDICAL CENTER","450596","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.0000","","8","","1","","5","","10","","1","","01-JAN-14","31-DEC-15","4.8500","","No",""
"CUERO COMMUNITY HOSPITAL","450597","TX","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","10.0000","","N/A","5","N/A","5","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","9.2500","","Yes",""
"HILL COUNTRY MEMORIAL HOSPITAL INC","450604","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.3333","","N/A","5","5","","3","","N/A","5","5","","01-JAN-14","31-DEC-15","3.8333","","No",""
"CARE REGIONAL MEDICAL CENTER","450605","TX","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","7.0000","","N/A","5","N/A","5","N/A","5","N/A","5","7","","01-JAN-14","31-DEC-15","7.1500","","Yes",""
"MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","450610","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.8000","","5","","4","","4","","5","","6","","01-JAN-14","31-DEC-15","4.2300","","No",""
"CLEAR LAKE REGIONAL MEDICAL CENTER","450617","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.2000","","6","","4","","3","","5","","8","","01-JAN-14","31-DEC-15","5.0200","","No",""
"DIMMIT REGIONAL HOSPITAL","450620","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"DENTON REGIONAL MEDICAL CENTER","450634","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","5.6000","","7","","3","","4","","9","","5","","01-JAN-14","31-DEC-15","5.6600","","No",""
"HOUSTON NORTHWEST MEDICAL CENTER","450638","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","3.2000","","3","","3","","3","","3","","4","","01-JAN-14","31-DEC-15","3.7700","","No",""
"TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD","450639","TX","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.8000","","5","","8","","8","","2","","6","","01-JAN-14","31-DEC-15","5.3800","","No",""
"NOCONA GENERAL HOSPITAL","450641","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"DOCTORS HOSPITAL OF LAREDO","450643","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.0000","","5","","7","","6","","9","","3","","01-JAN-14","31-DEC-15","5.2500","","No",""
"WEST HOUSTON MEDICAL CENTER","450644","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.0000","","5","","3","","5","","8","","9","","01-JAN-14","31-DEC-15","5.7000","","No",""
"MEDICAL CITY DALLAS HOSPITAL","450647","TX","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.2000","","5","","6","","4","","7","","9","","01-JAN-14","31-DEC-15","6.4700","","No",""
"MEDICAL CENTER OF PLANO","450651","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.4000","","6","","5","","6","","2","","8","","01-JAN-14","31-DEC-15","5.6400","","No",""
"SCENIC MOUNTAIN MEDICAL CENTER","450653","TX","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","2.0000","","N/A","5","1","","N/A","5","N/A","5","3","","01-JAN-14","31-DEC-15","2.4500","","No",""
"STARR COUNTY MEMORIAL HOSPITAL","450654","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.6000","","No",""
"NACOGDOCHES MEDICAL CENTER","450656","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.6000","","1","","1","","2","","1","","3","","01-JAN-14","31-DEC-15","1.9600","","No",""
"EAST TEXAS MEDICAL CENTER - FAIRFIELD","450658","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"PARK PLAZA HOSPITAL","450659","TX","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.6000","","9","","7","","1","","1","","5","","01-JAN-14","31-DEC-15","4.2100","","No",""
"ODESSA REGIONAL MEDICAL CENTER","450661","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","3.4000","","6","","1","","6","","1","","3","","01-JAN-14","31-DEC-15","3.4900","","No",""
"VALLEY REGIONAL MEDICAL CENTER","450662","TX","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","8.2000","","9","","4","","8","","10","","10","","01-JAN-14","31-DEC-15","7.4200","","Yes",""
"SIERRA MEDICAL CENTER","450668","TX","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.2000","","4","","3","","3","","9","","7","","01-JAN-14","31-DEC-15","5.6200","","No",""
"MEDICAL CENTER OF LEWISVILLE","450669","TX","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","4.8000","","3","","1","","2","","8","","10","","01-JAN-14","31-DEC-15","4.9800","","No",""
"TOMBALL REGIONAL MEDICAL CENTER","450670","TX","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.6000","","4","","7","","4","","5","","8","","01-JAN-14","31-DEC-15","5.9600","","No",""
"PLAZA MEDICAL CENTER OF FORT WORTH","450672","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","8.4000","","8","","8","","10","","9","","7","","01-JAN-14","31-DEC-15","8.1900","","Yes",""
"WOMANS HOSPITAL OF TEXAS,THE","450674","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","2.2000","","5","","1","","2","","2","","1","","01-JAN-14","31-DEC-15","2.9200","","No",""
"MEDICAL CENTER OF ARLINGTON","450675","TX","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.8000","","6","","7","","6","","9","","6","","01-JAN-14","31-DEC-15","6.2300","","No",""
"TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH","450677","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","2.4000","","2","","2","","3","","1","","4","","01-JAN-14","31-DEC-15","3.0900","","No",""
"BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK","450678","TX","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.4000","","8","","8","","2","","4","","5","","01-JAN-14","31-DEC-15","5.6400","","No",""
"MEMORIAL HERMANN NORTHEAST","450684","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","7.0000","","4","","7","","7","","10","","7","","01-JAN-14","31-DEC-15","6.1000","","No",""
"UNIVERSITY MEDICAL CENTER","450686","TX","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","7.4000","","8","","6","","5","","8","","10","","01-JAN-14","31-DEC-15","6.4400","","No",""
"DALLAS REGIONAL MEDICAL CENTER","450688","TX","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.2000","","3","","1","","5","","8","","9","","01-JAN-14","31-DEC-15","4.7200","","No",""
"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER","450690","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","4.2500","","10","","1","","1","","N/A","5","5","","01-JAN-14","31-DEC-15","4.2125","","No",""
"EL CAMPO MEMORIAL HOSPITAL","450694","TX","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","10.0000","","N/A","5","N/A","5","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","9.2500","","Yes",""
"SOUTHWEST GENERAL HOSPITAL","450697","TX","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.4000","","10","","10","","4","","9","","4","","01-JAN-14","31-DEC-15","6.8900","","Yes",""
"LONGVIEW REGIONAL MEDICAL CENTER","450702","TX","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","7.0000","","10","","10","","3","","10","","2","","01-JAN-14","31-DEC-15","6.4000","","No",""
"HOUSTON METHODIST ST JOHN HOSPITAL","450709","TX","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.0000","","7","","4","","2","","9","","3","","01-JAN-14","31-DEC-15","5.4500","","No",""
"RIO GRANDE REGIONAL HOSPITAL","450711","TX","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.8000","","8","","9","","5","","3","","4","","01-JAN-14","31-DEC-15","6.1300","","No",""
"LDS HOSPITAL","460006","UT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","8.6000","","9","","9","","9","","8","","8","","01-JAN-14","31-DEC-15","8.2100","","Yes",""
"CEDAR CITY HOSPITAL","460007","UT","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","2.6667","","N/A","5","1","","4","","N/A","5","3","","01-JAN-14","31-DEC-15","2.7167","","No",""
"UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS","460009","UT","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.6000","","4","","7","","10","","4","","8","","01-JAN-14","31-DEC-15","5.9100","","No",""
"INTERMOUNTAIN MEDICAL CENTER","460010","UT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.0000","","6","","10","","9","","4","","6","","01-JAN-14","31-DEC-15","7.4500","","Yes",""
"CASTLEVIEW HOSPITAL","460011","UT","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","9.5000","","N/A","5","N/A","5","9","","N/A","5","10","","01-JAN-14","31-DEC-15","8.6750","","Yes",""
"MOUNTAIN VIEW HOSPITAL","460013","UT","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.5000","","1","","9","","6","","N/A","5","6","","01-JAN-14","31-DEC-15","4.9750","","No",""
"MOUNTAIN WEST MEDICAL CENTER","460014","UT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","10.0000","","N/A","5","N/A","5","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","9.7000","","Yes",""
"LOGAN REGIONAL HOSPITAL","460015","UT","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","4.2000","","7","","3","","4","","4","","3","","01-JAN-14","31-DEC-15","4.0200","","No",""
"BRIGHAM CITY COMMUNITY HOSPITAL","460017","UT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","2.0000","","N/A","5","N/A","5","1","","N/A","5","3","","01-JAN-14","31-DEC-15","2.6000","","No",""
"UINTAH BASIN MEDICAL CENTER","460019","UT","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.4500","","No",""
"DIXIE REGIONAL MEDICAL CENTER","460021","UT","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.4000","","4","","6","","3","","9","","5","","01-JAN-14","31-DEC-15","4.7400","","No",""
"AMERICAN FORK HOSPITAL","460023","UT","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.6000","","1","","1","","8","","4","","9","","01-JAN-14","31-DEC-15","5.2600","","No",""
"SEVIER VALLEY MEDICAL CENTER","460026","UT","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.6000","","No",""
"ASHLEY REGIONAL MEDICAL CENTER","460030","UT","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.0000","","N/A","5","N/A","5","9","","N/A","5","1","","01-JAN-14","31-DEC-15","4.8500","","No",""
"GARFIELD MEMORIAL HOSPITAL","460033","UT","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","6","","01-JAN-14","31-DEC-15","6.1500","","No",""
"BEAVER VALLEY HOSPITAL","460035","UT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","6.0000","","No",""
"BEAR RIVER VALLEY HOSPITAL","460039","UT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","6.0000","","No",""
"DAVIS HOSPITAL AND MEDICAL CENTER","460041","UT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.0000","","7","","6","","1","","7","","4","","01-JAN-14","31-DEC-15","5.7500","","No",""
"LAKEVIEW HOSPITAL","460042","UT","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.2000","","1","","8","","4","","1","","7","","01-JAN-14","31-DEC-15","3.7200","","No",""
"OREM COMMUNITY HOSPITAL","460043","UT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
