ASC_Name,Provider_ID,NPI,City,State,Zip_Code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date
"San Francisco Pain Management Group, Inc",40C0001108,1669577342,San Juan,PR,00936,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Northeast Corporation,40C0001017,1669635397,Vega Alta,PR,00692,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Carribbean Surgery Center, Inc",40C0001019,1679535587,Ponce,PR,00717,2015,0.000,,0.000,,0.000,,0.000,,944.44,,01/01/2015,12/31/2015,Yes,,5381,0,5381,0,0,0,0,0,0,,01/01/2015,12/31/2015,93.94,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Advance Pain Management & Rehabilitation Institute Inc,,1720239429,Bayamon,PR,00961,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Centro Quirurgico De La Montana,40C0001023,1730126970,Cayey,PR,00737,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,664,58,455,25,0,6,40,80,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Afsc of San Juan, PSC",40C0001033,1730582792,San Juan,PR,00909,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Eye Surgery Specialists of P. R., LLC",40C0001004,1760437248,Santurce,PR,00909,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,6747,0,6747,0,0,0,0,0,0,,01/01/2015,12/31/2015,63.48,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Centro Oftalmologico De Arecibo, Inc",40C0001027,1801916275,Arecibo,PR,00614,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Clinica De Cirugia Ambulatoria,40C0001000,1801967815,Mayaguez,PR,00681,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,6978,204,6125,0,27,0,485,0,137,,01/01/2015,12/31/2015,50.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Endourological Institute, Inc.",40C0001025,1871609610,Hato Rey,PR,00917,2015,0.000,,0.000,,0.000,,0.000,,978.49,,01/01/2015,12/31/2015,Yes,,659,0,0,0,659,0,0,0,0,,01/01/2015,12/31/2015,31.03,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"San Antonio Hospital, Inc.",40C0001024,1912987629,North Mayaguez,PR,00680,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Centro De Cirugia Ambulatorio Laser Medico, Inc.",40C0001016,1962472845,Bayamon,PR,00959,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Ccala Corp,40C0001028,1962651497,San Juan,PR,00918,2015,4.902,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,2127,11,657,42,94,897,0,422,4,,01/01/2015,12/31/2015,31.65,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Condescent Eye Surgicenter LLC,41C0001002,1023399318,Warwick,RI,02886,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,6578,0,6578,0,0,0,0,0,0,,01/01/2015,12/31/2015,95.83,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Bayside Endoscopy Center, LLC dba Ocean State Endoscopy Center",41C0001005,1184713919,Providence,RI,02904,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3081,3081,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,96.81,,92.78,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"East Bay Endoscopy, LLC",41C0001013,1235348335,Portsmouth,RI,02871,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2291,2291,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,93.75,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Endoscopy Associates, Inc.",41C0001008,1265484810,Providence,RI,02906,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,7501,7501,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,99.69,,96.49,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Ent Center of Rhode Island, LLC",41C0001012,1295906956,Warwick,RI,02886,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,924,0,159,103,0,0,0,0,662,,01/01/2015,12/31/2015,96.59,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"University Urological Associates, Inc.",41C0001014,1336365873,Providence,RI,02904,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,183,0,0,0,183,0,0,0,0,,01/01/2015,12/31/2015,95.45,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Blackstone Valley Surgical,41C0001000,1528024171,Johnston,RI,02919,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,3966,666,792,70,284,1686,0,465,3,,01/01/2015,12/31/2015,95.19,,2015/2016,36.51,,82.54,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Spinal Therapeutics, LLC",,1548549900,Newport,RI,02840,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
East Greenwich Endoscopy Center,41C0001009,1588879266,East Greenwich,RI,02818,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,8989,8963,0,0,0,0,0,0,26,,01/01/2015,12/31/2015,95.56,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Bayside Endoscopy Center, LLC",41C0001003,1720085657,Providence,RI,02905,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,13376,13376,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,96.77,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Urologic Specialists of New England, LLC",41C0001006,1811168164,Warwick,RI,02886,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
York County Endoscopy Center,42C0001080,1003058744,Rock Hill,SC,29732,2015,0.000,,0.000,,0.000,,2.334,,,N/A (5),01/01/2015,12/31/2015,Yes,,8127,8127,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,95.45,,2015/2016,71.53,,58.95,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Synergy Spine Center,42C0001042,1013996750,Seneca,SC,29678,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Lexington County Health Services District, Inc.",42C0001040,1033137989,Lexington,SC,29072,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,2865,889,0,11,2,1137,6,723,97,,01/01/2015,12/31/2015,73.91,,2015/2016,93.62,,96.67,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Southeastern Spine Institute,42C0001078,1033373691,Mt Pleasant,SC,29464,2015,0.000,,0.128,,0.000,,0.128,,950.82,,01/01/2015,12/31/2015,Yes,,24153,0,0,0,0,6,0,24147,0,,01/01/2015,12/31/2015,98.04,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Lake Murray Endoscopy Center,42C0001050,1063486504,Columbia,SC,29212,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2778,2778,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,90.48,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Palmetto Surgery Center,42C0001031,1073505038,Columbia,SC,29223,2015,0.000,,0.000,,0.000,,0.000,,974.36,,01/01/2015,12/31/2015,Yes,,3596,0,2440,195,0,0,0,0,961,,01/01/2015,12/31/2015,89.47,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Stand GI Endoscopy Center,42C0001038,1073546875,Myrtle Beach,SC,29572,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5574,5574,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,69.70,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Colorectal Endosurgery Institute of The Carolinas,42C0001083,1073789020,Mount Pleasant,SC,29464,2015,0.000,,0.000,,0.000,,6.623,,950.00,,01/01/2015,12/31/2015,Yes,,0,0,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,3.85,,75.00,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Elms Endoscopy Center,42C0001067,1083695860,Charleston,SC,29406,2015,0.000,,0.000,,0.000,,0.517,,,N/A (5),01/01/2015,12/31/2015,Yes,,7244,7244,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,93.33,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Urology Surgery Center, LLC",42C0001029,1093749376,West Columbia,SC,29169,2015,0.000,,0.000,,0.000,,1.155,,930.23,,01/01/2015,12/31/2015,Yes,,1651,0,0,0,1651,0,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Colleton Ambulatory Surgery Center,42C0001025,1114957891,Walterboro,SC,29488,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,808,0,808,0,0,0,0,0,0,,01/01/2015,12/31/2015,95.45,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Surgery Center of Charleston,42C0001046,1124026422,Charleston,SC,29407,2015,0.000,,0.000,,0.000,,6.042,,975.00,,01/01/2015,12/31/2015,Yes,,1584,40,7,1511,0,0,25,1,0,,01/01/2015,12/31/2015,90.77,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Wesmark Ambulatory Surgery Center,42C0001054,1124098512,Sumter,SC,29150,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,7282,4370,1450,2,1142,301,0,14,3,,01/01/2015,12/31/2015,89.29,,2015/2016,71.98,,76.22,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Westside Eye Center LLC ASC,42C0001059,1164472098,Spartanburg,SC,29306,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Charleston Surgery Center, LP",42C0001011,1174588206,North Charleston,SC,29406,2015,0.000,,0.000,,0.000,,2.584,,988.44,,01/01/2015,12/31/2015,Yes,,5369,4033,839,14,21,369,25,7,61,,01/01/2015,12/31/2015,90.57,,2015/2016,95.08,,3.43,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Columbia Eye Surgery Center, Inc.",42C0001016,1184686792,Columbia,SC,29201,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5785,0,5769,16,0,0,0,0,0,,01/01/2015,12/31/2015,54.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Carolina Surgical Center,42C0001017,1225064876,Rock Hill,SC,29730,2015,0.000,,0.000,,0.000,,0.535,,997.65,,01/01/2015,12/31/2015,Yes,,3853,83,2061,204,550,91,0,7,857,,01/01/2015,12/31/2015,94.24,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Anmed Health Medicus Surgery Center, LLC",42C0001004,1265435614,Anderson,SC,29621,2015,0.000,,0.000,,0.000,,0.000,,826.09,,01/01/2015,12/31/2015,Yes,,3675,472,2614,129,0,1,4,0,455,,01/01/2015,12/31/2015,78.13,,2015/2016,100.0,,91.55,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Jervey Eye Center, LLC",42C0001027,1275503906,Greenville,SC,29605,2015,0.523,,0.000,,0.000,,0.523,,,N/A (1),01/01/2015,12/31/2015,Yes,,3558,0,3558,0,0,0,0,0,0,,01/01/2015,12/31/2015,94.12,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Carolina Regional Surgery Center, LTD.",42C0001014,1275596264,Myrtle Beach,SC,29572,2015,0.000,,0.000,,0.000,,1.190,,974.18,,01/01/2015,12/31/2015,Yes,,4455,1952,1480,230,0,89,25,557,122,,01/01/2015,12/31/2015,100.0,,2015/2016,71.43,,71.43,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Bluffton Okatie Surgery Center,42C0001049,1295163715,Okatie,SC,29909,2015,0.000,,0.000,,0.888,,0.888,,988.10,,01/01/2015,12/31/2015,Yes,,2003,732,1158,105,0,2,0,6,0,,01/01/2015,12/31/2015,98.36,,2015/2016,97.98,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Low Country Ambulatory Center,42C0001084,1295176139,Charleston,SC,29407,2015,0.000,,1.337,,0.000,,1.337,,992.21,,01/01/2015,12/31/2015,Yes,,2124,0,0,0,1959,165,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Endoscopy Center of The Upstate,42C0001057,1316910086,Greenville,SC,29615,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,3884,3884,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,93.75,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Carolina Bone and Joint Surgery Center, LLC",42C0001051,1316924632,Myrtle Beach,SC,29579,2015,0.000,,0.000,,0.000,,0.000,,996.34,,01/01/2015,12/31/2015,Yes,,2838,0,0,11,0,1905,0,922,0,,01/01/2015,12/31/2015,80.41,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Charleston Endoscopy Center,42C0001053,1316946106,Charleston,SC,29414,2015,0.000,,0.000,,0.000,,0.604,,,N/A (5),01/01/2015,12/31/2015,Yes,,14071,14071,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,85.71,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Physicians' Eye Surgery Center LLC,42C0001065,1346331329,Charleston,SC,29414,2015,0.000,,0.000,,0.000,,0.000,,607.14,,01/01/2015,12/31/2015,Yes,,12009,0,10715,1291,0,0,0,0,3,,01/01/2015,12/31/2015,89.74,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Columbia Gastrointestinal Endoscopy Center,42C0001013,1356314249,Columbia,SC,29204,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5867,5867,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Palmetto Endoscopy Center, LLC",42C0001056,1376592204,Charleston,SC,29414,2015,0.000,,0.000,,0.000,,2.311,,,N/A (1),01/01/2015,12/31/2015,Yes,,4844,4844,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,93.33,,2015/2016,96.89,,91.67,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Bearwood Ambulatory Surgery Center,42C0001018,1396741542,Anderson,SC,29621,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"South Carolina Endoscopy Center, LLC",42C0001028,1407838063,Columbia,SC,29204,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,6049,6049,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,57.63,,0.00,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"The Surgery Center at Self Memorial Hospital, LLC",42C0001035,1427044452,Greenwood,SC,29646,2015,0.000,,0.000,,0.000,,0.619,,993.73,,01/01/2015,12/31/2015,Yes,,5232,661,1916,312,193,1117,0,469,564,,01/01/2015,12/31/2015,93.33,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Florence Surgery and Laser Center, LLC",42C0001047,1437319027,Florence,SC,29501,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2669,0,2649,0,0,20,0,0,0,,01/01/2015,12/31/2015,63.64,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Moore Orthopaedic Surgery Center,42C0001075,1457551533,Lexington,SC,29072,2015,0.591,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,3061,0,0,3,0,1174,0,1884,0,,01/01/2015,12/31/2015,75.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Blue Ridge - Clemson Orthopaedic ASC, LLC",42C0001044,1477526689,Seneca,SC,29678,2015,1.242,,0.000,,0.000,,0.000,,991.45,,01/01/2015,12/31/2015,Yes,,2094,0,704,5,0,801,0,584,0,,01/01/2015,12/31/2015,98.11,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Surgery and Laser Center at Professional Park,42C0001070,1477628725,Clinton,SC,29325,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3482,0,3482,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Bay Microsurgical Unit, Inc.",42C0001005,1487765897,Georgetown,SC,29440,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5181,0,5181,0,0,0,0,0,0,,01/01/2015,12/31/2015,95.24,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Parkway Surgery Center,42C0001037,1508840893,Myrtle Beach,SC,29572,2015,0.000,,0.319,,0.000,,3.195,,993.90,,01/01/2015,12/31/2015,Yes,,5035,2,0,3,3893,34,147,956,0,,01/01/2015,12/31/2015,77.42,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Greenwood Endoscopy Center,42C0001019,1518950716,Greenwood,SC,29646,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,9000,9000,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Midlands Endoscopy Center, LLC",42C0001063,1528143922,Irmo,SC,29063,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2643,2643,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,28.68,,22.31,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Trident Eye Surgery Center,42C0001015,1538124128,Charleston,SC,29406,2015,0.000,,0.000,,0.000,,3.922,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Surgery Center at Pelham,42C0001062,1538164546,Greer,SC,29651,2015,0.000,,0.000,,0.000,,3.322,,974.58,,01/01/2015,12/31/2015,Yes,,781,409,49,2,19,276,0,8,18,,01/01/2015,12/31/2015,89.91,,2015/2016,71.03,,97.47,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Greenville Surgery Center, LP",42C0001079,1578722633,Greenville,SC,29605,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,3820,0,3599,10,0,0,0,0,211,,01/01/2015,12/31/2015,71.11,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Summerville Endoscopy Center,42C0001086,1578986550,Summerville,SC,29485,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2678,2678,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,88.37,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Lexington Medical Center- Irmo ASC,42C0001012,1588689020,Columbia,SC,29212,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,806,8,7,139,17,634,0,1,0,,01/01/2015,12/31/2015,52.50,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Greenville Endoscopy Center at Patewood,42C0001074,1619051760,Greenville,SC,29615,2015,0.000,,0.000,,0.000,,0.897,,,N/A (1),01/01/2015,12/31/2015,Yes,,7966,7966,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,95.00,,2015/2016,85.71,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Outpatient Surgery Center of Hilton Head, LLC",42C0001064,1619935483,Hilton Head Island,SC,29926,2015,0.000,,0.000,,0.000,,0.714,,997.01,,01/01/2015,12/31/2015,Yes,,8371,4519,2021,153,42,149,69,1316,102,,01/01/2015,12/31/2015,70.33,,2015/2016,100.0,,96.15,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Ambulatory Surgery Center of Spartanburg,42C0001041,1619972791,Spartanburg,SC,29303,2015,0.000,,0.000,,0.000,,1.320,,1000.0,,01/01/2015,12/31/2015,Yes,,8716,3433,3845,80,0,982,13,328,35,,01/01/2015,12/31/2015,87.42,,2015/2016,90.48,,98.41,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Upstate Surgery Center, LLC",42C0001033,1619998523,Greenville,SC,29615,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2684,0,2023,0,35,0,3,0,623,,01/01/2015,12/31/2015,98.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Surgery Center at Edgewater,42C0001076,1689863771,Fort Mill,SC,29707,2015,2.232,,0.000,,0.000,,0.000,,993.87,,01/01/2015,12/31/2015,Yes,,1143,51,8,5,33,528,0,418,100,,01/01/2015,12/31/2015,72.09,,2015/2016,90.00,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"South Carolina Endoscopy Center, LLC",42C0001026,1740210459,West Columbia,SC,29169,2015,0.000,,0.284,,0.000,,0.569,,,N/A (1),01/01/2015,12/31/2015,Yes,,11425,11425,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,90.57,,2015/2016,87.56,,28.71,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
