Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
"520004","MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR","700 WEST AVENUE SOUTH","La Crosse","WI","54601","LA CROSSE","0.777936","0.547889","0.647960","0.505662","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.000","0.652","3 out of 10","0 out of 9","3 out of 10","8 out of 10","0.751","0.000","2.009","0.308","6 out of 10","8 out of 9","8 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","0.766","1 out of 10","0 out of 9","1 out of 10","0.750","0.000","0.737","0.655","2 out of 10","1 out of 9","2 out of 10"
"520008","WAUKESHA MEMORIAL HOSPITAL","725 AMERICAN AVE","Waukesha","WI","53188","WAUKESHA","0.777936","0.547889","1.006014","0.557596","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","0.407","0.000","10 out of 10","9 out of 9","10 out of 10","0.845","0.000","0.941","0.296","6 out of 10","6 out of 9","6 out of 10","0 out of 10","0.751","0.000","0.889","1.444","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.949","2.117","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.328","0.416","5 out of 10","0 out of 9","5 out of 10","0.750","0.000","0.506","0.694","1 out of 10","0 out of 9","1 out of 10"
"520009","ST ELIZABETH HOSPITAL","1506 S ONEIDA ST","Appleton","WI","54915","OUTAGAMIE","0.777936","0.547889","0.818914","0.491360","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.660","0.384","2 out of 10","4 out of 9","4 out of 10","0.845","0.000","2.207","1.242","0 out of 10","4 out of 9","4 out of 10","0 out of 10","0.751","0.000","0.502","1.006","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.175","0.686","2 out of 10","4 out of 9","4 out of 10","0.750","0.000","0.653","0.645","2 out of 10","0 out of 9","2 out of 10"
"520011","LAKEVIEW MEDICAL CENTER","1700 WEST STOUT STREET","Rice Lake","WI","54868","BARRON","0.777936","0.547889","0.592144","0.494580","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.251","0.271","6 out of 10","0 out of 9","6 out of 10"
"520013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","Eau Claire","WI","54701","EAU CLAIRE","0.777936","0.547889","1.150477","0.777895","1 out of 10","6 out of 9","6 out of 10","0.457","0.000","0.284","0.000","10 out of 10","9 out of 9","10 out of 10","0.845","0.000","0.199","0.426","5 out of 10","0 out of 9","5 out of 10","10 out of 10","0.751","0.000","0.207","0.000","10 out of 10","9 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.750","0.000","1.206","1.109","0 out of 10","0 out of 9","0 out of 10"
"520017","ST JOSEPHS HOSPITAL","2661 COUNTY HWY I","Chippewa Falls","WI","54729","CHIPPEWA","0.777936","0.547889","0.929163","0.528452","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.332","0.252","6 out of 10","8 out of 9","8 out of 10"
"520019","MINISTRY SAINT MARYS HOSPITAL","2251 NORTH SHORE DR","Rhinelander","WI","54501","ONEIDA","0.777936","0.547889","0.795864","0.669587","5 out of 10","5 out of 9","5 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10","0.751","0.000","2.339","4.156","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.577","0.425","4 out of 10","2 out of 9","4 out of 10"
"520021","UNITED HOSPITAL SYSTEM","6308 EIGHTH AVE","Kenosha","WI","53143","KENOSHA","0.777936","0.547889","0.639052","0.760803","1 out of 10","0 out of 9","1 out of 10","0.457","0.000","0.000","0.453","1 out of 10","0 out of 9","1 out of 10","0.845","0.000","0.740","0.000","10 out of 10","9 out of 9","10 out of 10","4 out of 10","0.751","0.000","1.012","0.585","2 out of 10","4 out of 9","4 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.750","0.000","0.633","0.516","3 out of 10","1 out of 9","3 out of 10"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","13111 N PORT WASHINGTON RD","Mequon","WI","53097","OZAUKEE","0.777936","0.547889","0.798986","0.828780","0 out of 10","0 out of 9","0 out of 10","0.457","0.000","0.374","0.223","5 out of 10","4 out of 9","5 out of 10","0.845","0.000","0.779","1.778","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.751","0.000","0.478","1.669","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.182","1.227","0 out of 10","0 out of 9","0 out of 10"
"520028","THE MONROE CLINIC","2005 5TH STREET","Monroe","WI","53566","GREEN","0.777936","0.547889","0.755969","0.566728","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","4 out of 10","0.751","0.000","0.000","0.473","4 out of 10","0 out of 9","4 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.562","0.308","6 out of 10","4 out of 9","6 out of 10"
"520030","ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BLVD","Wausau","WI","54401","MARATHON","0.777936","0.547889","0.834825","0.630296","6 out of 10","7 out of 9","7 out of 10","0.457","0.000","0.575","0.856","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.777","0.562","4 out of 10","6 out of 9","6 out of 10","4 out of 10","0.751","0.000","1.257","0.986","0 out of 10","2 out of 9","2 out of 10","0.698","0.000","0.433","0.000","10 out of 10","9 out of 9","10 out of 10","0.799","0.000","2.225","1.583","0 out of 10","2 out of 9","2 out of 10","0.750","0.000","1.398","1.290","0 out of 10","0 out of 9","0 out of 10"
"520033","ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC","410 DEWEY ST","Wisconsin Rapids","WI","54495","WOOD","0.777936","0.547889","0.903980","0.617863","7 out of 10","8 out of 9","8 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.758","0.187","7 out of 10","7 out of 9","7 out of 10"
"520034","AURORA MEDICAL CTR MANITOWOC COUNTY","5000 MEMORIAL DRIVE","Two Rivers","WI","54241","MANITOWOC","0.777936","0.547889","0.805970","0.483939","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.207","0.728","1 out of 10","0 out of 9","1 out of 10"
"520035","AURORA SHEBOYGAN MEMORIAL MEDICAL CTR","2629 N 7TH ST","Sheboygan","WI","53083","SHEBOYGAN","0.777936","0.547889","0.682317","0.562365","9 out of 10","8 out of 9","9 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.477","0.479","4 out of 10","0 out of 9","4 out of 10"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","611 ST JOSEPH AVE","Marshfield","WI","54449","WOOD","0.777936","0.547889","1.112296","1.059561","0 out of 10","0 out of 9","0 out of 10","0.457","0.000","0.312","0.399","2 out of 10","0 out of 9","2 out of 10","0.845","0.000","1.696","1.269","0 out of 10","2 out of 9","2 out of 10","5 out of 10","0.751","0.000","0.800","0.579","3 out of 10","2 out of 9","3 out of 10","0.698","0.000","0.468","0.000","10 out of 10","9 out of 9","10 out of 10","0.799","0.000","1.310","0.303","6 out of 10","7 out of 9","7 out of 10","0.750","0.000","0.703","0.998","0 out of 10","0 out of 9","0 out of 10"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","1032 E SUMNER ST","Hartford","WI","53027","WASHINGTON","0.777936","0.547889","0.879796","0.550797","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.709","1.323","0 out of 10","0 out of 9","0 out of 10"
"520041","DIVINE SAVIOR HEALTHCARE","2817 NEW PINERY ROAD","Portage","WI","53901","COLUMBIA","0.777936","0.547889","1.191167","0.669119","5 out of 10","8 out of 9","8 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.282","0.417","4 out of 10","6 out of 9","6 out of 10"
"520044","ST NICHOLAS HOSPITAL","3100 SUPERIOR AVE","Sheboygan","WI","53081","SHEBOYGAN","0.777936","0.547889","0.759870","0.713476","3 out of 10","2 out of 9","3 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","0.000","Not Available","Not Available","Not Available","Not Available","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.554","0.426","4 out of 10","2 out of 9","4 out of 10"
"520045","THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC","130 2ND ST","Neenah","WI","54956","WINNEBAGO","0.777936","0.547889","1.389755","0.506008","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.131","0.461","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.483","1.220","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.751","0.000","0.000","0.805","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.750","0.000","0.234","0.690","1 out of 10","0 out of 9","1 out of 10"
"520048","MERCY MEDICAL CENTER OF OSHKOSH","500 S OAKWOOD RD","Oshkosh","WI","54904","WINNEBAGO","0.777936","0.547889","0.563436","0.573701","8 out of 10","0 out of 9","8 out of 10","0.457","0.000","0.750","0.807","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","2.894","1.590","0 out of 10","4 out of 9","4 out of 10","0 out of 10","0.751","0.000","1.245","2.467","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.475","1.211","0 out of 10","1 out of 9","1 out of 10"
"520049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","Green Bay","WI","54305","BROWN","0.777936","0.547889","0.678476","0.582121","8 out of 10","7 out of 9","8 out of 10","0.457","0.000","0.484","0.000","10 out of 10","9 out of 9","10 out of 10","0.845","0.000","0.402","0.000","10 out of 10","9 out of 9","10 out of 10","3 out of 10","0.751","0.000","1.304","0.751","1 out of 10","4 out of 9","4 out of 10","0.698","0.000","Not Available","0.662","1 out of 10","Not Available","1 out of 10","0.799","0.000","0.558","0.000","10 out of 10","9 out of 9","10 out of 10","0.750","0.000","0.572","0.940","0 out of 10","0 out of 9","0 out of 10"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","2323 N LAKE DR","Milwaukee","WI","53211","MILWAUKEE","0.777936","0.547889","0.898079","0.649925","6 out of 10","7 out of 9","7 out of 10","0.457","0.000","0.093","0.433","1 out of 10","0 out of 9","1 out of 10","0.845","0.000","0.400","0.618","3 out of 10","0 out of 9","3 out of 10","6 out of 10","0.751","0.000","0.338","0.365","5 out of 10","0 out of 9","5 out of 10","0.698","0.000","0.864","0.000","10 out of 10","9 out of 9","10 out of 10","0.799","0.000","1.030","0.000","10 out of 10","9 out of 9","10 out of 10","0.750","0.000","0.941","1.555","0 out of 10","0 out of 9","0 out of 10"
"520057","ST CLARE HOSPITAL","707 14TH ST","Baraboo","WI","53913","SAUK","0.777936","0.547889","0.670688","0.590889","8 out of 10","6 out of 9","8 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.554","0.606","2 out of 10","0 out of 9","2 out of 10"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","252 MCHENRY ST","Burlington","WI","53105","RACINE","0.777936","0.547889","0.469476","0.452734","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0 out of 10","0.751","0.000","1.295","1.364","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.176","0.588","2 out of 10","5 out of 9","5 out of 10"
"520062","OCONOMOWOC MEMORIAL HOSPITAL","791 E SUMMIT AVE","Oconomowoc","WI","53066","WAUKESHA","0.777936","0.547889","1.026656","0.528939","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10","0.751","0.000","Not Available","0.958","0 out of 10","Not Available","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.428","0.838","0 out of 10","0 out of 9","0 out of 10"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","3200 PLEASANT VALLEY ROAD","West Bend","WI","53005","WASHINGTON","0.777936","0.547889","0.914709","1.064613","0 out of 10","0 out of 9","0 out of 10","0.457","0.000","1.409","0.000","10 out of 10","9 out of 9","10 out of 10","0.845","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","2 out of 10","0.751","0.000","1.645","1.294","0 out of 10","2 out of 9","2 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.466","1.163","0 out of 10","2 out of 9","2 out of 10"
"520066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","Janesville","WI","53547","ROCK","0.777936","0.547889","1.057479","0.323442","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.972","0.621","3 out of 10","3 out of 9","3 out of 10","0 out of 10","0.751","0.000","0.592","1.193","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.831","0.886","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.750","0.980","0 out of 10","0 out of 9","0 out of 10"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","1221 WHIPPLE ST","Eau Claire","WI","54703","EAU CLAIRE","0.777936","0.547889","0.878938","0.648301","6 out of 10","6 out of 9","6 out of 10","0.457","0.000","0.669","0.252","5 out of 10","6 out of 9","6 out of 10","0.845","0.000","1.165","0.277","7 out of 10","7 out of 9","7 out of 10","6 out of 10","0.751","0.000","0.646","0.309","6 out of 10","5 out of 9","6 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.750","0.000","0.997","1.488","0 out of 10","0 out of 9","0 out of 10"
"520071","FORT MEMORIAL HOSPITAL","611 SHERMAN AVE E","Fort Atkinson","WI","53538","JEFFERSON","0.777936","0.547889","0.872688","0.523788","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10","0.751","0.000","0.000","1.803","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.396","0.531","3 out of 10","0 out of 9","3 out of 10"
"520075","ST VINCENT HOSPITAL","835 S VAN BUREN ST","Green Bay","WI","54301","BROWN","0.777936","0.547889","0.868677","0.666892","5 out of 10","6 out of 9","6 out of 10","0.457","0.000","0.406","0.142","7 out of 10","6 out of 9","7 out of 10","0.845","0.000","0.510","0.604","3 out of 10","0 out of 9","3 out of 10","6 out of 10","0.751","0.000","1.562","0.389","5 out of 10","7 out of 9","7 out of 10","0.698","0.000","0.939","0.680","1 out of 10","2 out of 9","2 out of 10","0.799","0.000","0.472","1.361","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.929","0.831","0 out of 10","1 out of 9","1 out of 10"
"520076","BEAVER DAM COMMUNITY HOSPITAL","707 S UNIVERSITY AVE","Beaver Dam","WI","53916","DODGE","0.777936","0.547889","0.595699","0.574595","8 out of 10","4 out of 9","8 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.816","0.339","5 out of 10","5 out of 9","5 out of 10"
"520078","WHEATON FRANCISCAN HEALTHCARE ST FRANCIS","3237 S 16TH ST","Milwaukee","WI","53215","MILWAUKEE","0.777936","0.547889","0.741782","0.755875","1 out of 10","0 out of 9","1 out of 10","0.457","0.000","2.058","0.237","5 out of 10","8 out of 9","8 out of 10","0.845","0.000","1.314","0.259","7 out of 10","8 out of 9","8 out of 10","1 out of 10","0.751","0.000","2.033","1.749","0 out of 10","1 out of 9","1 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.564","0.000","10 out of 10","9 out of 9","10 out of 10","0.750","0.000","1.369","1.675","0 out of 10","0 out of 9","0 out of 10"
"520083","ST MARYS HOSPITAL","700 SOUTH PARK ST","Madison","WI","53715","DANE","0.777936","0.547889","0.821756","0.410535","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.818","0.203","6 out of 10","7 out of 9","7 out of 10","0.845","0.000","0.306","0.293","6 out of 10","0 out of 9","6 out of 10","1 out of 10","0.751","0.000","1.026","0.866","0 out of 10","1 out of 9","1 out of 10","0.698","0.000","Not Available","0.970","0 out of 10","Not Available","0 out of 10","0.799","0.000","0.553","0.920","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.477","0.501","3 out of 10","0 out of 9","3 out of 10"
"520087","GUNDERSEN LUTHERAN MEDICAL CENTER","1910 SOUTH AVE","La Crosse","WI","54601","LA CROSSE","0.777936","0.547889","0.883661","0.635491","6 out of 10","7 out of 9","7 out of 10","0.457","0.000","0.000","0.350","3 out of 10","0 out of 9","3 out of 10","0.845","0.000","1.602","0.468","5 out of 10","7 out of 9","7 out of 10","0 out of 10","0.751","0.000","0.495","0.761","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.152","1.850","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.701","0.325","6 out of 10","5 out of 9","6 out of 10"
"520088","ST AGNES HOSPITAL","430 E DIVISON ST","Fond Du Lac","WI","54935","FOND DU LAC","0.777936","0.547889","0.897499","0.782530","0 out of 10","3 out of 9","3 out of 10","0.457","0.000","0.333","0.000","10 out of 10","9 out of 9","10 out of 10","0.845","0.000","0.299","0.297","6 out of 10","0 out of 9","6 out of 10","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","0.845","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","1.105","1.306","0 out of 10","0 out of 9","0 out of 10"
"520089","UNITYPOINT HEALTH - MERITER","202 S PARK ST","Madison","WI","53715","DANE","0.777936","0.547889","0.858364","0.525805","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.489","0.434","1 out of 10","1 out of 9","1 out of 10","0.845","0.000","2.141","0.347","6 out of 10","8 out of 9","8 out of 10","0 out of 10","0.751","0.000","0.752","1.483","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","1.352","1.633","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.384","0.000","10 out of 10","9 out of 9","10 out of 10","0.750","0.000","0.564","0.367","5 out of 10","3 out of 9","5 out of 10"
"520091","HOWARD YOUNG MEDICAL CTR","240 MAPLE ST","Woodruff","WI","54568","ONEIDA","0.777936","0.547889","0.701297","0.388553","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","0.000","Not Available","Not Available","Not Available","Not Available","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","1.275","0 out of 10","0 out of 9","0 out of 10"
"520095","SAUK PRAIRIE HOSPITAL","260 26TH STREET","Prairie Du Sac","WI","53578","SAUK","0.777936","0.547889","0.601528","0.640060","6 out of 10","0 out of 9","6 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.484","4 out of 10","0 out of 9","4 out of 10"
"520096","WHEATON FRANCISCAN HEALTHCARE ALL SAINTS","3801 SPRING ST","Racine","WI","53405","RACINE","0.777936","0.547889","0.755628","0.632237","6 out of 10","5 out of 9","6 out of 10","0.457","0.000","0.879","0.980","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.418","0.682","2 out of 10","5 out of 9","5 out of 10","2 out of 10","0.751","0.000","1.145","0.828","0 out of 10","2 out of 9","2 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.531","0.800","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.915","1.399","0 out of 10","0 out of 9","0 out of 10"
"520097","ST MARYS HOSPITAL MEDICAL CTR","1726 SHAWANO AVE","Green Bay","WI","54303","BROWN","0.777936","0.547889","0.538739","0.610118","7 out of 10","0 out of 9","7 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10","0.751","0.000","0.000","1.210","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.405","0.556","3 out of 10","0 out of 9","3 out of 10"
"520098","UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY","600 HIGHLAND AVENUE","Madison","WI","53792","DANE","0.777936","0.547889","0.886148","0.531818","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.924","0.333","3 out of 10","6 out of 9","6 out of 10","0.845","0.000","1.784","0.487","4 out of 10","7 out of 9","7 out of 10","0 out of 10","0.751","0.000","1.647","1.746","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","1.025","1.262","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.487","0.598","3 out of 10","0 out of 9","3 out of 10","0.750","0.000","1.720","1.276","0 out of 10","2 out of 9","2 out of 10"
