Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"140018","MT SINAI HOSPITAL MEDICAL CENTER","15TH STREET AT CALIFORNIA","Chicago","IL","60608","COOK","0.987666","0.829199","1.001449","0.958623","2 out of 10","2 out of 9","2 out of 10"
"140164","MEMORIAL HOSPITAL OF CARBONDALE","405 W JACKSON","Carbondale","IL","62902","JACKSON","0.987666","0.829199","0.989670","1.024477","0 out of 10","0 out of 9","0 out of 10"
"140292","ADVENTIST GLENOAKS","701 WINTHROP AVENUE","Glendale Heights","IL","60139","DU PAGE","0.987666","0.829199","1.079903","1.118754","0 out of 10","0 out of 9","0 out of 10"
"140080","PRESENCE SAINT FRANCIS HOSPITAL","355 RIDGE AVE","Evanston","IL","60202","COOK","0.987666","0.829199","1.073016","1.045430","0 out of 10","1 out of 9","1 out of 10"
"130013","SAINT ALPHONSUS MEDICAL CENTER - NAMPA","1512 TWELFTH AVENUE ROAD","Nampa","ID","83686","CANYON","0.987666","0.829199","0.945563","0.931560","4 out of 10","1 out of 9","4 out of 10"
"130007","ST ALPHONSUS REGIONAL MEDICAL CENTER","1055 NORTH CURTIS ROAD","Boise","ID","83706","ADA","0.987666","0.829199","0.933070","0.965915","2 out of 10","0 out of 9","2 out of 10"
"130002","ST LUKE'S MAGIC VALLEY RMC","801 POLE LINE ROAD WEST","Twin Falls","ID","83301","TWIN FALLS","0.987666","0.829199","0.976149","0.954236","2 out of 10","1 out of 9","2 out of 10"
"140110","OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","1100 EAST NORRIS DRIVE","Ottawa","IL","61350","LA SALLE","0.987666","0.829199","0.981786","0.961094","2 out of 10","1 out of 9","2 out of 10"
"140048","ADVOCATE TRINITY HOSPITAL","2320 E 93RD ST","Chicago","IL","60617","COOK","0.987666","0.829199","1.025636","1.050586","0 out of 10","0 out of 9","0 out of 10"
"110215","PIEDMONT FAYETTE HOSPITAL","1255 HIGHWAY 54 WEST","Fayetteville","GA","30214","FAYETTE","0.987666","0.829199","0.930717","0.949667","3 out of 10","0 out of 9","3 out of 10"
"110015","TANNER MEDICAL CENTER VILLA RICA","601 DALLAS HIGHWAY","Villa Rica","GA","30180","CARROLL","0.987666","0.829199","0.920393","0.907226","5 out of 10","1 out of 9","5 out of 10"
"120005","HILO MEDICAL CENTER","1190 WAIANUENUE AVENUE","Hilo","HI","96720","HAWAII","0.987666","0.829199","0.914434","0.885986","6 out of 10","3 out of 9","6 out of 10"
"110026","ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE","Elberton","GA","30635","ELBERT","0.987666","0.829199","0.878476","0.951270","3 out of 10","0 out of 9","3 out of 10"
"110043","ST JOSEPH'S HOSPITAL - SAVANNAH","11705 MERCY BOULEVARD","Savannah","GA","31419","CHATHAM","0.987666","0.829199","0.973807","0.967633","2 out of 10","0 out of 9","2 out of 10"
"110001","HAMILTON MEDICAL CENTER","1200 MEMORIAL DRIVE","Dalton","GA","30720","WHITFIELD","0.987666","0.829199","0.914725","0.939956","3 out of 10","0 out of 9","3 out of 10"
"110023","GORDON HOSPITAL","1035 RED BUD ROAD","Calhoun","GA","30701","GORDON","0.987666","0.829199","0.896439","0.919406","4 out of 10","0 out of 9","4 out of 10"
"110184","WELLSTAR DOUGLAS HOSPITAL","8954 HOSPITAL DRIVE","Douglasville","GA","30134","DOUGLAS","0.987666","0.829199","0.953465","0.936844","3 out of 10","1 out of 9","3 out of 10"
"110092","DODGE COUNTY HOSPITAL","901 GRIFFIN AVE","Eastman","GA","31023","DODGE","0.987666","0.829199","0.888862","1.010947","0 out of 10","0 out of 9","0 out of 10"
"110091","ROCKDALE MEDICAL CENTER","1412 MILSTEAD AVENUE, NE","Conyers","GA","30012","ROCKDALE","0.987666","0.829199","0.993724","0.993717","0 out of 10","0 out of 9","0 out of 10"
"110034","AU MEDICAL CENTER","1120 15TH STREET","Augusta","GA","30912","RICHMOND","0.987666","0.829199","1.004991","1.023545","0 out of 10","0 out of 9","0 out of 10"
"110146","SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS","2000 DAN PROCTOR DRIVE","Saint Marys","GA","31558","CAMDEN","0.987666","0.829199","0.952254","0.959774","2 out of 10","0 out of 9","2 out of 10"
"100063","MORTON PLANT NORTH BAY HOSPITAL","6600 MADISON ST","New Port Richey","FL","34652","PASCO","0.987666","0.829199","1.124564","1.093152","0 out of 10","1 out of 9","1 out of 10"
"100045","FLORIDA HOSPITAL DELAND","701 W PLYMOUTH AVE","Deland","FL","32720","VOLUSIA","0.987666","0.829199","1.037240","1.039354","0 out of 10","0 out of 9","0 out of 10"
"100259","SOUTH BAY HOSPITAL","4016 SUN CITY CENTER BLVD","Sun City Center","FL","33573","HILLSBOROUGH","0.987666","0.829199","1.072903","1.016012","0 out of 10","2 out of 9","2 out of 10"
"100093","BAPTIST HOSPITAL","1000 W MORENO ST","Pensacola","FL","32501","ESCAMBIA","0.987666","0.829199","1.020621","1.009487","0 out of 10","0 out of 9","0 out of 10"
"100028","PARRISH MEDICAL CENTER","951 N WASHINGTON AVE","Titusville","FL","32796","BREVARD","0.987666","0.829199","1.020926","0.975660","1 out of 10","2 out of 9","2 out of 10"
"100255","TAMPA COMMUNITY HOSPITAL","6001 WEBB RD","Tampa","FL","33615","HILLSBOROUGH","0.987666","0.829199","1.067669","1.034975","0 out of 10","1 out of 9","1 out of 10"
"100142","JACKSON HOSPITAL","4250 HOSPITAL DR","Marianna ","FL","32446","JACKSON","0.987666","0.829199","1.018130","1.028734","0 out of 10","0 out of 9","0 out of 10"
"100080","JFK MEDICAL CENTER","5301 S CONGRESS AVE","Atlantis","FL","33462","PALM BEACH","0.987666","0.829199","1.086425","1.051515","0 out of 10","1 out of 9","1 out of 10"
"100026","BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","615 N BONITA AVE","Panama City","FL","32401","BAY","0.987666","0.829199","1.052146","1.058427","0 out of 10","0 out of 9","0 out of 10"
"100288","ST MARY'S MEDICAL CENTER","901 45TH ST","West Palm Beach","FL","33407","PALM BEACH","0.987666","0.829199","1.111822","1.110487","0 out of 10","0 out of 9","0 out of 10"
"100077","BAYFRONT HEALTH PORT CHARLOTTE","2500 HARBOR BLVD","Port Charlotte","FL","33952","CHARLOTTE","0.987666","0.829199","1.055582","1.034077","0 out of 10","0 out of 9","0 out of 10"
"100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","13681 DOCTORS WAY","Fort Myers","FL","33912","LEE","0.987666","0.829199","1.043165","1.028568","0 out of 10","0 out of 9","0 out of 10"
"060003","LONGMONT UNITED HOSPITAL","1950 MOUNTAIN VIEW AVENUE","Longmont","CO","80501","BOULDER","0.987666","0.829199","0.972293","1.019965","0 out of 10","0 out of 9","0 out of 10"
"070031","GRIFFIN HOSPITAL","130 DIVISION ST","Derby","CT","06418","NEW HAVEN","0.987666","0.829199","1.040607","1.046804","0 out of 10","0 out of 9","0 out of 10"
"070021","WINDHAM COMM MEM HOSP & HATCH HOSP","112 MANSFIELD AVENUE","Willimantic","CT","06226","WINDHAM","0.987666","0.829199","0.963484","0.981608","1 out of 10","0 out of 9","1 out of 10"
"100173","FLORIDA HOSPITAL TAMPA","3100 E FLETCHER AVE","Tampa","FL","33613","HILLSBOROUGH","0.987666","0.829199","1.084767","1.102351","0 out of 10","0 out of 9","0 out of 10"
"050382","CITRUS VALLEY MEDICAL CENTER-IC CAMPUS","210 W  SAN BERNARDINO ROAD","Covina","CA","91723","LOS ANGELES","0.987666","0.829199","1.093016","1.099234","0 out of 10","0 out of 9","0 out of 10"
"050320","HIGHLAND HOSPITAL","1411 E 31ST STREET","Oakland","CA","94602","ALAMEDA","0.987666","0.829199","1.069137","1.120217","0 out of 10","0 out of 9","0 out of 10"
"050174","SANTA ROSA MEMORIAL HOSPITAL","1165 MONTGOMERY DR","Santa Rosa","CA","95405","SONOMA","0.987666","0.829199","0.958453","0.961296","2 out of 10","0 out of 9","2 out of 10"
"060010","POUDRE VALLEY HOSPITAL","1024 S LEMAY AVE","Fort Collins","CO","80524","LARIMER","0.987666","0.829199","0.944292","0.927043","4 out of 10","1 out of 9","4 out of 10"
"050353","PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE","4101 TORRANCE BLVD","Torrance","CA","90503","LOS ANGELES","0.987666","0.829199","0.998139","0.971569","1 out of 10","1 out of 9","1 out of 10"
"050140","KAISER FOUNDATION HOSPITAL FONTANA","9961 SIERRA AVE","Fontana","CA","92335","SAN BERNARDINO","0.987666","0.829199","0.862502","0.887159","6 out of 10","0 out of 9","6 out of 10"
"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","Visalia","CA","93291","TULARE","0.987666","0.829199","0.950307","0.976795","1 out of 10","0 out of 9","1 out of 10"
"050537","SUTTER DAVIS HOSPITAL","2000 SUTTER PLACE","Davis","CA","95616","YOLO","0.987666","0.829199","0.913219","0.894752","6 out of 10","2 out of 9","6 out of 10"
"050376","LAC/HARBOR-UCLA MED CENTER","1000 W CARSON ST","Torrance","CA","90509","LOS ANGELES","0.987666","0.829199","0.932788","0.950107","3 out of 10","0 out of 9","3 out of 10"
"050528","MEMORIAL HOSPITAL LOS BANOS","520 WEST I ST","Los Banos","CA","93635","MERCED","0.987666","0.829199","0.911010","0.850235","8 out of 10","7 out of 9","8 out of 10"
"050122","DAMERON HOSPITAL","525 WEST ACACIA STREET","Stockton","CA","95203","SAN JOAQUIN","0.987666","0.829199","1.037359","1.009083","0 out of 10","1 out of 9","1 out of 10"
"050604","KAISER FOUNDATION HOSPITAL-SAN JOSE","250 HOSPITAL PARKWAY","San Jose","CA","95119","SANTA CLARA","0.987666","0.829199","0.798454","0.817583","10 out of 10","0 out of 9","10 out of 10"
"050597","FOOTHILL PRESBYTERIAN HOSPITAL","250 S GRAND AVE","Glendora","CA","91740","LOS ANGELES","0.987666","0.829199","1.071837","1.076500","0 out of 10","0 out of 9","0 out of 10"
"050100","SHARP MEMORIAL HOSPITAL","7901 FROST ST","San Diego","CA","92123","SAN DIEGO","0.987666","0.829199","0.983630","0.994938","0 out of 10","0 out of 9","0 out of 10"
"050359","TULARE REGIONAL MEDICAL CENTER","869 CHERRY AVENUE","Tulare","CA","93274","TULARE","0.987666","0.829199","0.931443","0.962565","2 out of 10","0 out of 9","2 out of 10"
"050276","CONTRA COSTA REGIONAL MEDICAL CENTER","2500 ALHAMBRA AVENUE","Martinez","CA","94553","CONTRA COSTA","0.987666","0.829199","0.898129","0.948754","3 out of 10","0 out of 9","3 out of 10"
"050118","DOCTORS HOSPITAL OF MANTECA","1205 E NORTH STREET","Manteca","CA","95336","SAN JOAQUIN","0.987666","0.829199","0.987628","0.974361","1 out of 10","0 out of 9","1 out of 10"
"050717","LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR","7601 EAST IMPERIAL HIGHWAY","Downey","CA","90242","LOS ANGELES","0.987666","0.829199","1.055009","0.956177","2 out of 10","4 out of 9","4 out of 10"
"050464","DOCTORS MEDICAL CENTER","1441 FLORIDA AVENUE","Modesto","CA","95350","STANISLAUS","0.987666","0.829199","0.959599","0.989113","0 out of 10","0 out of 9","0 out of 10"
"050689","SAN RAMON REGIONAL MEDICAL CTR","6001 NORRIS CANYON ROAD","San Ramon","CA","94583","CONTRA COSTA","0.987666","0.829199","1.014218","0.994690","0 out of 10","1 out of 9","1 out of 10"
"050468","MEMORIAL HOSPITAL OF GARDENA","1145 W REDONDO BEACH BLVD","Gardena","CA","90247","LOS ANGELES","0.987666","0.829199","1.295420","1.284723","0 out of 10","0 out of 9","0 out of 10"
"050492","CLOVIS COMMUNITY MEDICAL CENTER","2755 HERNDON AVE","Clovis","CA","93611","FRESNO","0.987666","0.829199","0.988494","0.971725","1 out of 10","1 out of 9","1 out of 10"
"050226","AHMC ANAHEIM REGIONAL MEDICAL CENTER","1111 W LA PALMA AVENUE","Anaheim","CA","92801","ORANGE","0.987666","0.829199","1.096123","1.094923","0 out of 10","0 out of 9","0 out of 10"
"050280","MERCY MEDICAL CENTER REDDING","2175 ROSALINE AVE, CLAIRMONT HGTS","Redding","CA","96001","SHASTA","0.987666","0.829199","0.961902","0.990919","0 out of 10","0 out of 9","0 out of 10"
"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","Vallejo","CA","94589","SOLANO","0.987666","0.829199","0.984269","1.035851","0 out of 10","0 out of 9","0 out of 10"
"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","San Mateo","CA","94403","SAN MATEO","0.987666","0.829199","0.919917","0.980074","1 out of 10","0 out of 9","1 out of 10"
"050603","SADDLEBACK MEMORIAL MEDICAL CENTER","24451 HEALTH CENTER DRIVE","Laguna Hills","CA","92653","ORANGE","0.987666","0.829199","0.977181","0.962551","2 out of 10","0 out of 9","2 out of 10"
"050551","LOS ALAMITOS MEDICAL CENTER","3751 KATELLA AVENUE","Los Alamitos","CA","90720","ORANGE","0.987666","0.829199","1.083437","1.114497","0 out of 10","0 out of 9","0 out of 10"
"050367","NORTHBAY MEDICAL CENTER","1200 B  GALE WILSON BLVD","Fairfield","CA","94533","SOLANO","0.987666","0.829199","0.976419","0.957408","2 out of 10","1 out of 9","2 out of 10"
"040069","GREAT RIVER MEDICAL CENTER","1520 N DIVISION STREET","Blytheville","AR","72315","MISSISSIPPI","0.987666","0.829199","0.951937","0.845711","9 out of 10","8 out of 9","9 out of 10"
"040015","MENA REGIONAL HEALTH SYSTEM","311 NORTH MORROW STREET","Mena","AR","71953","POLK","0.987666","0.829199","1.054259","1.084873","0 out of 10","0 out of 9","0 out of 10"
"050599","UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","2315 STOCKTON BOULEVARD","Sacramento","CA","95817","SACRAMENTO","0.987666","0.829199","0.944286","0.933724","4 out of 10","0 out of 9","4 out of 10"
"050373","LAC+USC MEDICAL CENTER","1200 N STATE ST, ROOM C2K100","Los Angeles","CA","90033","LOS ANGELES","0.987666","0.829199","0.960970","0.906043","5 out of 10","4 out of 9","5 out of 10"
"050305","ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP","2450 ASHBY AVE","Berkeley","CA","94705","ALAMEDA","0.987666","0.829199","1.017715","1.022525","0 out of 10","0 out of 9","0 out of 10"
"050242","DOMINICAN HOSPITAL","1555 SOQUEL DRIVE","Santa Cruz","CA","95065","SANTA CRUZ","0.987666","0.829199","0.987720","0.996297","0 out of 10","0 out of 9","0 out of 10"
"030024","ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","Phoenix","AZ","85013","MARICOPA","0.987666","0.829199","0.988920","0.987512","1 out of 10","0 out of 9","1 out of 10"
"040041","ST MARYS REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET","Russellville","AR","72801","POPE","0.987666","0.829199","0.988905","1.023663","0 out of 10","0 out of 9","0 out of 10"
"040004","WASHINGTON REGIONAL MEDICAL CENTER","3215 N NORTH HILLS BOULEVARD","Fayetteville","AR","72703","WASHINGTON","0.987666","0.829199","1.028720","1.012114","0 out of 10","0 out of 9","0 out of 10"
"040134","ARKANSAS HEART HOSPITAL, LLC","1701 S SHACKLEFORD ROAD","Little Rock","AR","72211","PULASKI","0.987666","0.829199","0.899515","0.905747","5 out of 10","0 out of 9","5 out of 10"
"040055","SPARKS REGIONAL MEDICAL CENTER","1001 TOWSON AVENUE","Fort Smith","AR","72901","SEBASTIAN","0.987666","0.829199","1.065664","1.052904","0 out of 10","0 out of 9","0 out of 10"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","Tallassee","AL","36078","ELMORE","0.987666","0.829199","0.927818","0.935007","3 out of 10","0 out of 9","3 out of 10"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","Gadsden","AL","35903","ETOWAH","0.987666","0.829199","1.041084","1.030779","0 out of 10","0 out of 9","0 out of 10"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","Montgomery","AL","36106","MONTGOMERY","0.987666","0.829199","1.025906","1.017859","0 out of 10","0 out of 9","0 out of 10"
"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","Opp","AL","36467","COVINGTON","0.987666","0.829199","1.022352","1.091527","0 out of 10","0 out of 9","0 out of 10"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","Fairhope","AL","36532","BALDWIN","0.987666","0.829199","0.973033","0.957383","2 out of 10","1 out of 9","2 out of 10"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","Bay Minette","AL","36507","BALDWIN","0.987666","0.829199","0.850472","0.869952","7 out of 10","0 out of 9","7 out of 10"
"010022","CHEROKEE MEDICAL CENTER","400 NORTHWOOD DR","Centre","AL","35960","CHEROKEE","0.987666","0.829199","0.957185","0.957417","2 out of 10","0 out of 9","2 out of 10"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","Bessemer","AL","35022","JEFFERSON","0.987666","0.829199","1.005657","0.983008","1 out of 10","1 out of 9","1 out of 10"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","Birmingham","AL","35211","JEFFERSON","0.987666","0.829199","0.990606","1.009932","0 out of 10","0 out of 9","0 out of 10"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","Gadsden","AL","35901","ETOWAH","0.987666","0.829199","1.014226","0.971895","1 out of 10","2 out of 9","2 out of 10"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","Birmingham","AL","35249","JEFFERSON","0.987666","0.829199","0.960442","0.962895","2 out of 10","0 out of 9","2 out of 10"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","Opelika","AL","36801","LEE","0.987666","0.829199","0.896873","0.895810","6 out of 10","0 out of 9","6 out of 10"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","Alabaster","AL","35007","SHELBY","0.987666","0.829199","1.012456","1.038660","0 out of 10","0 out of 9","0 out of 10"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","Birmingham","AL","35235","JEFFERSON","0.987666","0.829199","0.972412","1.018878","0 out of 10","0 out of 9","0 out of 10"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","3200 PROVIDENCE DRIVE","Anchorage","AK","99508","ANCHORAGE","0.987666","0.829199","0.874951","0.905135","5 out of 10","0 out of 9","5 out of 10"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","Flagstaff","AZ","86002","COCONINO","0.987666","0.829199","0.893542","0.945999","3 out of 10","0 out of 9","3 out of 10"
"030011","ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","Tucson","AZ","85711","PIMA","0.987666","0.829199","1.020657","1.010589","0 out of 10","0 out of 9","0 out of 10"
"030001","ABRAZO MARYVALE CAMPUS","5102 WEST CAMPBELL AVENUE","Phoenix","AZ","85031","MARICOPA","0.987666","0.829199","0.970200","0.929936","4 out of 10","2 out of 9","4 out of 10"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","Phoenix","AZ","85008","MARICOPA","0.987666","0.829199","0.983845","0.935944","3 out of 10","3 out of 9","3 out of 10"
"520002","MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT","900 ILLINOIS AVE","Stevens Point","WI","54481","PORTAGE","0.987666","0.829199","0.871346","0.857118","8 out of 10","3 out of 9","8 out of 10"
"050211","ALAMEDA HOSPITAL","2070 CLINTON AVENUE","Alameda","CA","94501","ALAMEDA","0.987666","0.829199","1.025856","1.040135","0 out of 10","0 out of 9","0 out of 10"
"420102","GHS PATEWOOD MEMORIAL HOSPITAL","175 PATEWOOD DRIVE","Greenville","SC","29615","GREENVILLE","0.987666","0.829199","0.857221","0.885313","6 out of 10","0 out of 9","6 out of 10"
"190246","P & S SURGICAL HOSPITAL","312 GRAMMONT ST SUITE 101","Monroe","LA","71201","OUACHITA","0.987666","0.829199","0.983718","1.125778","0 out of 10","0 out of 9","0 out of 10"
"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","Philadelphia","PA","19128","PHILADELPHIA","0.987666","0.829199","1.069431","1.063943","0 out of 10","0 out of 9","0 out of 10"
"100292","SACRED HEART HOSPITAL ON THE EMERALD COAST","7800 US HWY 98 W","Miramar Beach","FL","32550","WALTON","0.987666","0.829199","0.983431","0.966912","2 out of 10","1 out of 9","2 out of 10"
"030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","Goodyear","AZ","85395","MARICOPA","0.987666","0.829199","0.955330","0.957787","2 out of 10","0 out of 9","2 out of 10"
"030111","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY","Tucson","AZ","85713","PIMA","0.987666","0.829199","0.954675","0.976632","1 out of 10","0 out of 9","1 out of 10"
"050735","WHITTIER HOSPITAL MEDICAL CENTER","9080 COLIMA RD","Whittier","CA","90605","LOS ANGELES","0.987666","0.829199","1.320658","1.281544","0 out of 10","0 out of 9","0 out of 10"
"050740","MARINA DEL REY HOSPITAL","4650 LINCOLN BLVD","Marina Del Rey","CA","90292","LOS ANGELES","0.987666","0.829199","0.997335","1.031960","0 out of 10","0 out of 9","0 out of 10"
"150158","IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","Avon","IN","46123","HENDRICKS","0.987666","0.829199","1.030592","0.996772","0 out of 10","1 out of 9","1 out of 10"
"450856","SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","18600 NORTH HARDY OAK BLVD","San Antonio","TX","78258","BEXAR","0.987666","0.829199","0.954004","1.014992","0 out of 10","0 out of 9","0 out of 10"
"520045","THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC","130 2ND ST","Neenah","WI","54956","WINNEBAGO","0.987666","0.829199","0.953369","0.938574","3 out of 10","1 out of 9","3 out of 10"
"520030","ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BLVD","Wausau","WI","54401","MARATHON","0.987666","0.829199","0.944382","0.949205","3 out of 10","0 out of 9","3 out of 10"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","252 MCHENRY ST","Burlington","WI","53105","RACINE","0.987666","0.829199","0.983252","0.913517","5 out of 10","4 out of 9","5 out of 10"
"520035","AURORA SHEBOYGAN MEMORIAL MEDICAL CTR","2629 N 7TH ST","Sheboygan","WI","53083","SHEBOYGAN","0.987666","0.829199","0.927924","0.912999","5 out of 10","1 out of 9","5 out of 10"
"450888","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE","1545 E SOUTHLAKE BLVD","Southlake","TX","76092","TARRANT","0.987666","0.829199","1.187609","1.115726","0 out of 10","2 out of 9","2 out of 10"
"450889","TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT","7115 GREENVILLE AVENUE SUITE 100","Dallas","TX","75231","DALLAS","0.987666","0.829199","1.178564","1.093598","0 out of 10","2 out of 9","2 out of 10"
"420101","COASTAL CAROLINA HOSPITAL","1000 MEDICAL CENTER DRIVE","Hardeeville","SC","29927","JASPER","0.987666","0.829199","1.000868","0.968879","2 out of 10","1 out of 9","2 out of 10"
"450862","ST LUKE'S THE WOODLANDS HOSPITAL","17200 ST LUKE'S WAY","The Woodlands","TX","77384","MONTGOMERY","0.987666","0.829199","1.122565","1.137981","0 out of 10","0 out of 9","0 out of 10"
"450871","ARISE AUSTIN MEDICAL CENTER","3003 BEE CAVES ROAD","Austin","TX","78746","TRAVIS","0.987666","0.829199","1.030856","0.993735","0 out of 10","1 out of 9","1 out of 10"
"520198","AURORA MEDICAL CTR OSHKOSH","855 N WESTHAVEN DRIVE","Oshkosh","WI","54904","WINNEBAGO","0.987666","0.829199","0.939225","0.929347","4 out of 10","0 out of 9","4 out of 10"
"450876","LUBBOCK HEART HOSPITAL LP","4810 NORTH LOOP 289","Lubbock","TX","79416","LUBBOCK","0.987666","0.829199","0.952792","0.955949","2 out of 10","0 out of 9","2 out of 10"
"450880","BAYLOR SURGICAL HOSPITAL AT FORT WORTH","1800 PARK PLACE AVENUE","Fort Worth","TX","76110","TARRANT","0.987666","0.829199","1.139069","1.180337","0 out of 10","0 out of 9","0 out of 10"
"450883","BAYLOR MEDICAL CENTER AT TROPHY CLUB","2850  E STATE HIGHWAY 114","Trophy Club","TX","76262","DENTON","0.987666","0.829199","1.256040","1.041700","0 out of 10","5 out of 9","5 out of 10"
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","Bartlett","TN","38133","SHELBY","0.987666","0.829199","1.047071","1.019113","0 out of 10","1 out of 9","1 out of 10"
"050748","KAISER FOUNDATION HOSPITAL MANTECA","1777 WEST YOSEMITE AVE","Modesto","CA","95356","SAN JOAQUIN","0.987666","0.829199","0.764014","0.858014","8 out of 10","0 out of 9","8 out of 10"
"050747","SOUTH COAST GLOBAL MEDICAL CENTER","2701 S BRISTOL ST","Santa Ana","CA","92704","ORANGE","0.987666","0.829199","1.180706","1.330919","0 out of 10","0 out of 9","0 out of 10"
"370228","BAILEY MEDICAL CENTER, LLC","10502 NORTH 110TH EAST AVENUE","Owasso","OK","74055","TULSA","0.987666","0.829199","0.879946","0.962305","2 out of 10","0 out of 9","2 out of 10"
"050758","MONTCLAIR HOSPITAL MEDICAL CENTER","5000 SAN BERNARDINO ST","Montclair","CA","91763","SAN BERNARDINO","0.987666","0.829199","1.103355","1.140129","0 out of 10","0 out of 9","0 out of 10"
"140304","ADVENTIST BOLINGBROOK HOSPITAL","500 REMINGTON BOULEVARD","Bolingbrook","IL","60440","WILL","0.987666","0.829199","1.078658","1.035547","0 out of 10","1 out of 9","1 out of 10"
"050760","KAISER FOUNDATION HOSPITAL - ANTIOCH","4501 SAND CREEK ROAD","Antioch","CA","94531","CONTRA COSTA","0.987666","0.829199","0.768133","0.771737","10 out of 10","0 out of 9","10 out of 10"
"520205","MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL","10101 SOUTH 27TH ST  2ND FLOOR","Franklin","WI","53132","MILWAUKEE","0.987666","0.829199","0.912356","0.944176","3 out of 10","0 out of 9","3 out of 10"
"670061","SOUTH TEXAS SURGICAL HOSPITAL","6130 PARKWAY DRIVE","Corpus Christi","TX","78414","NUECES","0.987666","0.829199","1.022286","1.045492","0 out of 10","0 out of 9","0 out of 10"
"670076","BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA","3601 CALAIS DRIVE","Sherman","TX","75090","GRAYSON","0.987666","0.829199","1.129796","1.005498","0 out of 10","4 out of 9","4 out of 10"
"050772","KAISER FOUNDATION HOSPITAL - ROSEVILLE","1600 EUREKA ROAD","Roseville","CA","95661","PLACER","0.987666","0.829199","0.715564","0.782878","10 out of 10","0 out of 9","10 out of 10"
"390326","ST LUKE'S HOSPITAL - ANDERSON CAMPUS","1872 RIVERSIDE CIRCLE","Easton","PA","18045","NORTHAMPTON","0.987666","0.829199","0.946799","0.951313","3 out of 10","0 out of 9","3 out of 10"
"520208","ST MARYS JANESVILLE HOSPITAL","3400 EAST RACINE STREET","Janesville","WI","53546","ROCK","0.987666","0.829199","1.037965","1.036821","0 out of 10","0 out of 9","0 out of 10"
