Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Achievement Threshold,IMM-2 Benchmark,IMM-2 Baseline Rate,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,IMM-2 Preventive Condition/Procedure Score
"450820","METHODIST SUGAR LAND HOSPITAL","16655 SOUTHWEST FREEWAY","Sugar Land","TX","77479","FORT BEND","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","Glen Cove","NY","11542","NASSAU","0.951607","0.997739","0.932384","0.788079","0 out of 10","0 out of 9","0 out of 10","0"
"150011","MARION GENERAL HOSPITAL","441 N WABASH AVE","Marion","IN","46952","GRANT","0.951607","0.997739","0.965447","0.960744","2 out of 10","0 out of 9","2 out of 10","2"
"230146","HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVE","Wyandotte","MI","48192","WAYNE","0.951607","0.997739","0.863799","0.967557","4 out of 10","7 out of 9","7 out of 10","7"
"070021","WINDHAM COMM MEM HOSP & HATCH HOSP","112 MANSFIELD AVENUE","Willimantic","CT","06226","WINDHAM","0.951607","0.997739","0.991045","0.996479","9 out of 10","8 out of 9","9 out of 10","9"
"180051","JENNIE STUART MEDICAL CENTER","320 WEST 18TH STREET","Hopkinsville","KY","42241","CHRISTIAN","0.951607","0.997739","0.909449","0.949260","0 out of 10","4 out of 9","4 out of 10","4"
"440065","NORTHCREST MEDICAL CENTER","100 NORTHCREST DRIVE","Springfield","TN","37172","ROBERTSON","0.951607","0.997739","0.980892","0.987013","7 out of 10","3 out of 9","7 out of 10","7"
"050748","KAISER FOUNDATION HOSPITAL MANTECA","1777 WEST YOSEMITE AVE","Modesto","CA","95356","SAN JOAQUIN","0.951607","0.997739","0.949791","0.983299","7 out of 10","6 out of 9","7 out of 10","7"
"060010","POUDRE VALLEY HOSPITAL","1024 S LEMAY AVE","Fort Collins","CO","80524","LARIMER","0.951607","0.997739","0.906067","0.925094","0 out of 10","2 out of 9","2 out of 10","2"
"140292","ADVENTIST GLENOAKS","701 WINTHROP AVENUE","Glendale Heights","IL","60139","DU PAGE","0.951607","0.997739","0.878571","0.966667","3 out of 10","7 out of 9","7 out of 10","7"
"250126","NORTH OAK REGIONAL MEDICAL CENTER","401 GETWELL DR","Senatobia","MS","38668","TATE","0.951607","0.997739","0.791667","0.960486","2 out of 10","8 out of 9","8 out of 10","8"
"380007","LEGACY EMANUEL MEDICAL CENTER","2801 N GANTENBEIN AVENUE","Portland","OR","97227","MULTNOMAH","0.951607","0.997739","0.800384","0.915851","0 out of 10","5 out of 9","5 out of 10","5"
"390204","NAZARETH HOSPITAL","2601 HOLME AVE","Philadelphia","PA","19152","PHILADELPHIA","0.951607","0.997739","0.954783","0.989565","8 out of 10","8 out of 9","8 out of 10","8"
"520089","UNITYPOINT HEALTH - MERITER","202 S PARK ST","Madison","WI","53715","DANE","0.951607","0.997739","0.873096","0.933333","0 out of 10","4 out of 9","4 out of 10","4"
"360011","MARION GENERAL HOSPITAL","1000 MCKINLEY PARK DRIVE","Marion","OH","43302","MARION","0.951607","0.997739","0.986355","0.966543","3 out of 10","0 out of 9","3 out of 10","3"
"150086","DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","Lawrenceburg","IN","47025","DEARBORN","0.951607","0.997739","0.971429","0.958606","2 out of 10","0 out of 9","2 out of 10","2"
"010022","CHEROKEE MEDICAL CENTER","400 NORTHWOOD DR","Centre","AL","35960","CHEROKEE","0.951607","0.997739","0.978632","0.989362","8 out of 10","5 out of 9","8 out of 10","8"
"050689","SAN RAMON REGIONAL MEDICAL CTR","6001 NORRIS CANYON ROAD","San Ramon","CA","94583","CONTRA COSTA","0.951607","0.997739","0.848073","0.923848","0 out of 10","5 out of 9","5 out of 10","5"
"440176","INDIAN PATH MEDICAL CENTER","2000 BROOKSIDE DR","Kingsport","TN","37660","SULLIVAN","0.951607","0.997739","0.988528","0.992293","8 out of 10","4 out of 9","8 out of 10","8"
"440046","TRISTAR HORIZON MEDICAL CENTER","111 HIGHWAY 70 EAST","Dickson","TN","37055","DICKSON","0.951607","0.997739","0.977477","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"240075","ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER","523 NORTH 3RD STREET","Brainerd","MN","56401","CROW WING","0.951607","0.997739","0.993976","0.997963","10 out of 10","9 out of 9","10 out of 10","10"
"230222","MIDMICHIGAN MEDICAL CENTER-MIDLAND","4000 WELLNESS DRIVE","Midland","MI","48670","MIDLAND","0.951607","0.997739","0.675090","0.976619","5 out of 10","9 out of 9","9 out of 10","9"
"310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","350 ENGLE ST","Englewood","NJ","07631","BERGEN","0.951607","0.997739","0.910781","0.956929","2 out of 10","5 out of 9","5 out of 10","5"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB ROAD","Roswell","NM","88201","CHAVES","0.951607","0.997739","0.985632","0.840385","0 out of 10","0 out of 9","0 out of 10","0"
"450042","PROVIDENCE HEALTH CENTER","6901 MEDICAL PARKWAY","Waco","TX","76712","MCLENNAN","0.951607","0.997739","0.902256","0.864916","0 out of 10","0 out of 9","0 out of 10","0"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","Tallassee","AL","36078","ELMORE","0.951607","0.997739","0.879245","0.897727","0 out of 10","1 out of 9","1 out of 10","1"
"050276","CONTRA COSTA REGIONAL MEDICAL CENTER","2500 ALHAMBRA AVENUE","Martinez","CA","94553","CONTRA COSTA","0.951607","0.997739","0.452206","0.864151","0 out of 10","7 out of 9","7 out of 10","7"
"110146","SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS","2000 DAN PROCTOR DRIVE","Saint Marys","GA","31558","CAMDEN","0.951607","0.997739","0.967890","0.958333","2 out of 10","0 out of 9","2 out of 10","2"
"220126","NORWOOD HOSPITAL","800 WASHINGTON STREET","Norwood","MA","02062","NORFOLK","0.951607","0.997739","0.918819","0.955224","1 out of 10","4 out of 9","4 out of 10","4"
"110034","AU MEDICAL CENTER","1120 15TH STREET","Augusta","GA","30912","RICHMOND","0.951607","0.997739","0.990421","0.951267","0 out of 10","0 out of 9","0 out of 10","0"
"150057","FRANCISCAN HEALTH MOORESVILLE","1201 HADLEY RD","Mooresville","IN","46158","MORGAN","0.951607","0.997739","0.989026","0.994203","9 out of 10","5 out of 9","9 out of 10","9"
"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","Vallejo","CA","94589","SOLANO","0.951607","0.997739","0.982183","0.983452","7 out of 10","0 out of 9","7 out of 10","7"
"240044","WINONA HEALTH SERVICES","855 MANKATO AVENUE","Winona","MN","55987","WINONA","0.951607","0.997739","0.824000","0.742972","0 out of 10","0 out of 9","0 out of 10","0"
"040015","MENA REGIONAL HEALTH SYSTEM","311 NORTH MORROW STREET","Mena","AR","71953","POLK","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"030011","ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","Tucson","AZ","85711","PIMA","0.951607","0.997739","0.870656","0.928044","0 out of 10","4 out of 9","4 out of 10","4"
"030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","Goodyear","AZ","85395","MARICOPA","0.951607","0.997739","0.965844","0.887299","0 out of 10","0 out of 9","0 out of 10","0"
"160069","MERCY MEDICAL CENTER-DUBUQUE","250 MERCY DRIVE","Dubuque","IA","52001","DUBUQUE","0.951607","0.997739","0.988701","0.994403","9 out of 10","6 out of 9","9 out of 10","9"
"140304","ADVENTIST BOLINGBROOK HOSPITAL","500 REMINGTON BOULEVARD","Bolingbrook","IL","60440","WILL","0.951607","0.997739","0.987854","0.972549","5 out of 10","0 out of 9","5 out of 10","5"
"200039","MAINEGENERAL MEDICAL CENTER","35 MEDICAL CENTER PARKWAY","Augusta","ME","04330","KENNEBEC","0.951607","0.997739","0.976608","0.972710","5 out of 10","0 out of 9","5 out of 10","5"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","Fairhope","AL","36532","BALDWIN","0.951607","0.997739","0.924561","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 LAKELAND DR","Jackson","MS","39216","HINDS","0.951607","0.997739","0.874570","0.950089","0 out of 10","6 out of 9","6 out of 10","6"
"230019","PROVIDENCE - PROVIDENCE PARK HOSPITAL","16001 W NINE MILE RD","Southfield","MI","48075","OAKLAND","0.951607","0.997739","0.954880","0.940531","0 out of 10","0 out of 9","0 out of 10","0"
"360056","MERCY HOSPITAL FAIRFIELD","3000 MACK ROAD","Fairfield","OH","45014","BUTLER","0.951607","0.997739","0.956294","0.975089","5 out of 10","4 out of 9","5 out of 10","5"
"390090","WESTERN PENNSYLVANIA HOSPITAL","4800 FRIENDSHIP AVENUE","Pittsburgh","PA","15224","ALLEGHENY","0.951607","0.997739","0.860619","0.983122","7 out of 10","8 out of 9","8 out of 10","8"
"260180","CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST","11133 DUNN ROAD","Saint Louis","MO","63136","ST. LOUIS","0.951607","0.997739","0.994755","0.994898","9 out of 10","0 out of 9","9 out of 10","9"
"510024","MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DR","Morgantown","WV","26505","MONONGALIA","0.951607","0.997739","0.983725","0.991055","8 out of 10","5 out of 9","8 out of 10","8"
"450804","TEXAS ORTHOPEDIC HOSPITAL","7401 SOUTH MAIN STREET","Houston","TX","77030","HARRIS","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","Bay Minette","AL","36507","BALDWIN","0.951607","0.997739","0.875000","0.995745","9 out of 10","9 out of 9","9 out of 10","9"
"050599","UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","2315 STOCKTON BOULEVARD","Sacramento","CA","95817","SACRAMENTO","0.951607","0.997739","0.865234","0.790514","0 out of 10","0 out of 9","0 out of 10","0"
"070031","GRIFFIN HOSPITAL","130 DIVISION ST","Derby","CT","06418","NEW HAVEN","0.951607","0.997739","0.990099","0.992593","8 out of 10","3 out of 9","8 out of 10","8"
"420101","COASTAL CAROLINA HOSPITAL","1000 MEDICAL CENTER DRIVE","Hardeeville","SC","29927","JASPER","0.951607","0.997739","0.882006","0.996540","9 out of 10","9 out of 9","9 out of 10","9"
"050537","SUTTER DAVIS HOSPITAL","2000 SUTTER PLACE","Davis","CA","95616","YOLO","0.951607","0.997739","0.994065","0.997101","9 out of 10","8 out of 9","9 out of 10","9"
"440011","BLOUNT MEMORIAL HOSPITAL","907 E LAMAR ALEXANDER PARKWAY","Maryville","TN","37804","BLOUNT","0.951607","0.997739","0.951304","0.902174","0 out of 10","0 out of 9","0 out of 10","0"
"290007","UNIVERSITY MEDICAL CENTER","1800 W CHARLESTON BLVD","Las Vegas","NV","89102","CLARK","0.951607","0.997739","0.813492","0.858628","0 out of 10","2 out of 9","2 out of 10","2"
"370025","EASTAR HEALTH SYSTEM","300 ROCKEFELLER DRIVE","Muskogee","OK","74401","MUSKOGEE","0.951607","0.997739","0.951362","0.984762","7 out of 10","7 out of 9","7 out of 10","7"
"360026","GREENE MEMORIAL HOSPITAL","1141 NORTH MONROE DRIVE","Xenia","OH","45385","GREENE","0.951607","0.997739","0.993528","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"230273","DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","4201 ST ANTOINE ST - 3M","Detroit","MI","48201","WAYNE","0.951607","0.997739","0.964346","0.998331","10 out of 10","9 out of 9","10 out of 10","10"
"490024","CARILION ROANOKE MEMORIAL HOSPITAL","1906 BELLEVIEW AVENUE, SE","Roanoke","VA","24014","ROANOKE CITY","0.951607","0.997739","0.877064","0.927644","0 out of 10","4 out of 9","4 out of 10","4"
"110142","EVANS MEMORIAL HOSPITAL","200 N RIVER STREET","Claxton","GA","30417","EVANS","0.951607","0.997739","0.873288","0.980519","6 out of 10","8 out of 9","8 out of 10","8"
"190088","SPRINGHILL MEDICAL CENTER","2001 DOCTORS DRIVE","Springhill","LA","71075","WEBSTER","0.951607","0.997739","0.976134","0.958838","2 out of 10","0 out of 9","2 out of 10","2"
"230241","ST JOHN RIVER DISTRICT HOSPITAL","4100 RIVER RD","East China","MI","48054","SAINT CLAIR","0.951607","0.997739","0.972549","0.908730","0 out of 10","0 out of 9","0 out of 10","0"
"200024","CENTRAL MAINE MEDICAL CENTER","300 MAIN STREET","Lewiston","ME","04240","ANDROSCOGGIN","0.951607","0.997739","0.926117","0.985989","7 out of 10","8 out of 9","8 out of 10","8"
"100316","PALM BAY HOSPITAL","1425 MALABAR RD, NE","Palm Bay","FL","32907","BREVARD","0.951607","0.997739","0.970696","0.994526","9 out of 10","8 out of 9","9 out of 10","9"
"450662","VALLEY REGIONAL MEDICAL CENTER","100 A ALTON GLOOR","Brownsville","TX","78526","CAMERON","0.951607","0.997739","0.995726","0.993450","9 out of 10","0 out of 9","9 out of 10","9"
"180049","BAPTIST HEALTH RICHMOND","801 EASTERN BYPASS","Richmond","KY","40475","MADISON","0.951607","0.997739","0.991329","0.922559","0 out of 10","0 out of 9","0 out of 10","0"
"440083","TENNOVA HEALTHCARE - JAMESTOWN","436 CENTRAL AVENUE WEST","Jamestown","TN","38556","FENTRESS","0.951607","0.997739","0.989051","0.987055","7 out of 10","0 out of 9","7 out of 10","7"
"200031","CARY MEDICAL CENTER","163 VAN BUREN RD, SUITE 1","Caribou","ME","04736","AROOSTOOK","0.951607","0.997739","0.967033","0.944000","0 out of 10","0 out of 9","0 out of 10","0"
"450348","FALLS COMMUNITY HOSPITAL AND CLINIC","322 COLEMAN STREET","Marlin","TX","76661","FALLS","0.951607","0.997739","0.668269","0.972973","5 out of 10","9 out of 9","9 out of 10","9"
"450130","NIX HEALTH CARE SYSTEM","414 NAVARRO, SUITE 600","San Antonio","TX","78205","BEXAR","0.951607","0.997739","0.963104","0.988889","8 out of 10","7 out of 9","8 out of 10","8"
"450780","METHODIST AMBULATORY SURGERY HOSPITAL NW","9150 HUEBNER RD SUITE 100","San Antonio","TX","78240","BEXAR","0.951607","0.997739","0.993243","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"490101","INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE","Fairfax","VA","22033","FAIRFAX","0.951607","0.997739","0.950226","0.958150","2 out of 10","1 out of 9","2 out of 10","2"
"240115","MERCY HOSPITAL","4050 COON RAPIDS BLVD","Coon Rapids","MN","55433","ANOKA","0.951607","0.997739","0.940663","0.929160","0 out of 10","0 out of 9","0 out of 10","0"
"170200","VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC","14800 WEST ST TERESA","Wichita","KS","67235","SEDGWICK","0.951607","0.997739","0.946768","0.863014","0 out of 10","0 out of 9","0 out of 10","0"
"030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","Mesa","AZ","85209","MARICOPA","0.951607","0.997739","0.969502","0.971377","4 out of 10","0 out of 9","4 out of 10","4"
"460047","ST MARKS HOSPITAL","1200 EAST 3900 SOUTH","Salt Lake City","UT","84124","SALT LAKE","0.951607","0.997739","0.906690","0.979362","6 out of 10","7 out of 9","7 out of 10","7"
"520109","MILE BLUFF MEDICAL CENTER","1050 DIVISION ST","Mauston","WI","53948","JUNEAU","0.951607","0.997739","0.944938","0.991979","8 out of 10","8 out of 9","8 out of 10","8"
"050195","WASHINGTON HOSPITAL","2000 MOWRY AVE","Fremont","CA","94538","ALAMEDA","0.951607","0.997739","0.869159","0.959847","2 out of 10","7 out of 9","7 out of 10","7"
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","Warsaw","NY","14569","WYOMING","0.951607","0.997739","0.996785","0.978328","6 out of 10","0 out of 9","6 out of 10","6"
"670006","THE HOSPITAL AT WESTLAKE MEDICAL CENTER","5656 BEE CAVES ROAD, SUITE M-302","Austin","TX","78746","TRAVIS","0.951607","0.997739","1.000000","0.993569","9 out of 10","0 out of 9","9 out of 10","9"
"130028","PORTNEUF MEDICAL CENTER","777 HOSPITAL WAY","Pocatello","ID","83201","BANNOCK","0.951607","0.997739","0.936735","0.955941","1 out of 10","3 out of 9","3 out of 10","3"
"220101","NEWTON-WELLESLEY HOSPITAL","2014 WASHINGTON STREET","Newton","MA","02462","MIDDLESEX","0.951607","0.997739","0.979730","0.953125","1 out of 10","0 out of 9","1 out of 10","1"
"390056","J C BLAIR MEMORIAL HOSPITAL","1225 WARM SPRINGS AVE","Huntingdon","PA","16652","HUNTINGDON","0.951607","0.997739","0.951417","0.920000","0 out of 10","0 out of 9","0 out of 10","0"
"450299","COLLEGE STATION MEDICAL CENTER","1604 ROCK PRAIRIE ROAD","College Station","TX","77845","BRAZOS","0.951607","0.997739","0.967407","0.961207","2 out of 10","0 out of 9","2 out of 10","2"
"170191","GREAT BEND REGIONAL HOSPITAL","514 CLEVELAND STREET","Great Bend","KS","67530","BARTON","0.951607","0.997739","0.688645","0.814961","0 out of 10","4 out of 9","4 out of 10","4"
"450885","BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL","12505 LEBANON ROAD","Frisco","TX","75035","COLLIN","0.951607","0.997739","0.968182","0.987469","7 out of 10","6 out of 9","7 out of 10","7"
"100168","BOCA RATON REGIONAL HOSPITAL","800 MEADOWS RD","Boca Raton","FL","33486","PALM BEACH","0.951607","0.997739","0.984190","0.980431","6 out of 10","0 out of 9","6 out of 10","6"
"100209","KENDALL REGIONAL MEDICAL CENTER","11750 BIRD RD","Miami","FL","33175","DADE","0.951607","0.997739","0.983333","0.995098","9 out of 10","8 out of 9","9 out of 10","9"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","77 N AIRLITE STREET","Elgin","IL","60123","KANE","0.951607","0.997739","0.895928","0.904863","0 out of 10","0 out of 9","0 out of 10","0"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","Russellville","AL","35653","FRANKLIN","0.951607","0.997739","0.996516","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"190053","JENNINGS AMERICAN LEGION HOSPITAL","1634 ELTON ROAD","Jennings","LA","70546","JEFFERSON DAVIS","0.951607","0.997739","0.951389","0.968750","4 out of 10","3 out of 9","4 out of 10","4"
"100051","SOUTH LAKE HOSPITAL","1900 DON WICKHAM DR","Clermont","FL","34711","LAKE","0.951607","0.997739","0.966865","0.984459","7 out of 10","5 out of 9","7 out of 10","7"
"310008","HOLY NAME MEDICAL CENTER","718 TEANECK RD","Teaneck","NJ","07666","BERGEN","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"100006","ORLANDO HEALTH","52 W UNDERWOOD ST","Orlando","FL","32806","ORANGE","0.951607","0.997739","0.944637","0.943028","0 out of 10","0 out of 9","0 out of 10","0"
"370019","GREAT PLAINS REGIONAL MEDICAL CENTER","1801 WEST 3RD STREET","Elk City","OK","73644","BECKHAM","0.951607","0.997739","0.824268","0.988889","8 out of 10","9 out of 9","9 out of 10","9"
"390146","WARREN GENERAL HOSPITAL","TWO CRESCENT PARK WEST","Warren","PA","16365","WARREN","0.951607","0.997739","0.953560","0.909091","0 out of 10","0 out of 9","0 out of 10","0"
"360148","POMERENE HOSPITAL","981 WOOSTER ROAD","Millersburg","OH","44654","HOLMES","0.951607","0.997739","0.985000","0.985981","7 out of 10","0 out of 9","7 out of 10","7"
"450040","COVENANT MEDICAL CENTER","3615 19TH STREET","Lubbock","TX","79410","LUBBOCK","0.951607","0.997739","0.893836","0.845515","0 out of 10","0 out of 9","0 out of 10","0"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","Brewton","AL","36426","ESCAMBIA","0.951607","0.997739","0.971061","0.925234","0 out of 10","0 out of 9","0 out of 10","0"
"490140","STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD","Stafford","VA","22554","STAFFORD","0.951607","0.997739","0.898123","0.889401","0 out of 10","0 out of 9","0 out of 10","0"
"050727","COMMUNITY HOSPITAL OF LONG BEACH","1720 TERMINO AVENUE","Long Beach","CA","90804","LOS ANGELES","0.951607","0.997739","0.960880","0.828660","0 out of 10","0 out of 9","0 out of 10","0"
"490052","RIVERSIDE REGIONAL MEDICAL CENTER","500 J CLYDE MORRIS BLVD","Newport News","VA","23601","NEWPORT NEWS CITY","0.951607","0.997739","0.958420","0.992381","8 out of 10","8 out of 9","8 out of 10","8"
"520204","WHEATON FRANCISCAN HEALTHCARE FRANKLIN","10101 SOUTH 27TH ST","Franklin","WI","53132","MILWAUKEE","0.951607","0.997739","0.892617","0.976510","5 out of 10","7 out of 9","7 out of 10","7"
"670079","LAKEWAY REGIONAL MEDICAL CENTER, LLC","100  MEDICAL PARKWAY","Lakeway","TX","78734","TRAVIS","0.951607","0.997739","0.578755","0.978022","6 out of 10","9 out of 9","9 out of 10","9"
"450099","PAMPA REGIONAL MEDICAL CENTER","1 MEDICAL PLAZA","Pampa","TX","79065","GRAY","0.951607","0.997739","1.000000","0.990971","8 out of 10","0 out of 9","8 out of 10","8"
"490066","SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 SENTARA CIRCLE","Williamsburg","VA","23185","JAMES CITY CO.","0.951607","0.997739","0.962477","0.949091","0 out of 10","0 out of 9","0 out of 10","0"
"050132","SAN GABRIEL VALLEY MEDICAL CENTER","438 W LAS TUNAS DRIVE","San Gabriel","CA","91776","LOS ANGELES","0.951607","0.997739","0.817568","0.973479","5 out of 10","8 out of 9","8 out of 10","8"
"330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","Yonkers","NY","10701","WESTCHESTER","0.951607","0.997739","0.968317","0.986014","7 out of 10","6 out of 9","7 out of 10","7"
"190270","SOUTHERN SURGICAL HOSPITAL","1700 W LINDBERG DRIVE","Slidell","LA","70458","ST. TAMMANY","0.951607","0.997739","0.747508","0.966777","3 out of 10","8 out of 9","8 out of 10","8"
"330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","Lockport","NY","14094","NIAGARA","0.951607","0.997739","0.898276","0.975510","5 out of 10","7 out of 9","7 out of 10","7"
"060006","MONTROSE MEMORIAL HOSPITAL","800 S 3RD ST","Montrose","CO","81401","MONTROSE","0.951607","0.997739","0.953668","0.965385","3 out of 10","2 out of 9","3 out of 10","3"
"010005","MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","Boaz","AL","35957","MARSHALL","0.951607","0.997739","0.941942","0.986813","7 out of 10","8 out of 9","8 out of 10","8"
"230297","KARMANOS CANCER CENTER","4100 JOHN R","Detroit","MI","48201","WAYNE","0.951607","0.997739","0.550296","0.962547","3 out of 10","9 out of 9","9 out of 10","9"
"220135","FALMOUTH HOSPITAL","67 & 100 TER HEUN DRIVE","Falmouth","MA","02540","BARNSTABLE","0.951607","0.997739","0.969639","0.974217","5 out of 10","1 out of 9","5 out of 10","5"
"390183","ST LUKE'S MINERS MEMORIAL HOSPITAL","360 W RUDDLE STREET","Coaldale","PA","18218","SCHUYLKILL","0.951607","0.997739","0.985714","0.985663","7 out of 10","0 out of 9","7 out of 10","7"
"100236","FAWCETT MEMORIAL HOSPITAL","21298 OLEAN BLVD","Port Charlotte","FL","33952","CHARLOTTE","0.951607","0.997739","0.983766","0.995253","9 out of 10","8 out of 9","9 out of 10","9"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","2829 E HWY 76","Mullins","SC","29574","MARION","0.951607","0.997739","0.972603","0.993007","9 out of 10","8 out of 9","9 out of 10","9"
"050488","EDEN MEDICAL CENTER","20103 LAKE CHABOT ROAD","Castro Valley","CA","94546","ALAMEDA","0.951607","0.997739","0.815977","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"340098","CAROLINAS HEALTHCARE SYSTEM PINEVILLE","10628 PARK RD","Charlotte","NC","28210","MECKLENBURG","0.951607","0.997739","0.962435","0.986139","7 out of 10","6 out of 9","7 out of 10","7"
"140093","PRESENCE UNITED SAMARITANS MEDICAL CENTER","812 N LOGAN","Danville","IL","61832","VERMILION","0.951607","0.997739","0.950459","0.970588","4 out of 10","4 out of 9","4 out of 10","4"
"450176","MISSION REGIONAL MEDICAL CENTER","900 SOUTH BRYAN ROAD","Mission","TX","78572","HIDALGO","0.951607","0.997739","0.890951","0.942605","0 out of 10","4 out of 9","4 out of 10","4"
"450723","METHODIST CHARLTON MEDICAL CENTER","3500 W WHEATLAND ROAD","Dallas","TX","75237","DALLAS","0.951607","0.997739","0.980952","0.964815","3 out of 10","0 out of 9","3 out of 10","3"
"240036","ST CLOUD HOSPITAL","1406 6TH AVE NORTH","Saint Cloud","MN","56303","STEARNS","0.951607","0.997739","0.984848","0.986742","7 out of 10","1 out of 9","7 out of 10","7"
"150042","GOOD SAMARITAN HOSPITAL","520 S 7TH ST","Vincennes","IN","47591","KNOX","0.951607","0.997739","0.992467","0.998066","10 out of 10","9 out of 9","10 out of 10","10"
"060075","VALLEY VIEW HOSPITAL ASSOCIATION","1906 BLAKE AVE","Glenwood Springs","CO","81601","GARFIELD","0.951607","0.997739","0.949153","0.942363","0 out of 10","0 out of 9","0 out of 10","0"
"170146","PROVIDENCE MEDICAL CENTER","8929 PARALLEL PARKWAY","Kansas City","KS","66112","WYANDOTTE","0.951607","0.997739","0.939145","0.949821","0 out of 10","1 out of 9","1 out of 10","1"
"100084","LEESBURG REGIONAL MEDICAL CENTER","600 E DIXIE AVE","Leesburg","FL","34748","LAKE","0.951607","0.997739","0.898032","0.964552","3 out of 10","6 out of 9","6 out of 10","6"
"670068","TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND","4400 LONG PRAIRIE ROAD","Flower Mound","TX","75028","DENTON","0.951607","0.997739","0.972973","0.995984","9 out of 10","9 out of 9","9 out of 10","9"
"070004","SHARON HOSPITAL","50 HOSPITAL HILL ROAD, PO BOX 789","Sharon","CT","06069","LITCHFIELD","0.951607","0.997739","0.955056","0.948097","0 out of 10","0 out of 9","0 out of 10","0"
"390316","SURGICAL INSTITUTE OF READING","2752 CENTURY BOULEVARD","Wyomissing","PA","19610","BERKS","0.951607","0.997739","0.700483","0.874644","0 out of 10","5 out of 9","5 out of 10","5"
"490038","SMYTH COUNTY COMMUNITY HOSPITAL","245 MEDICAL PARK DRIVE","Marion","VA","24354","SMYTH","0.951607","0.997739","0.996540","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","West Islip","NY","11795","SUFFOLK","0.951607","0.997739","0.886654","0.973929","5 out of 10","7 out of 9","7 out of 10","7"
"110105","COLQUITT REGIONAL MEDICAL CENTER","3131 THOMASVILLE HWY BOX 40","Moultrie","GA","31768","COLQUITT","0.951607","0.997739","0.901176","0.990741","8 out of 10","9 out of 9","9 out of 10","9"
"440153","TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER","435 2ND ST","Newport","TN","37821","COCKE","0.951607","0.997739","0.996667","0.992565","8 out of 10","0 out of 9","8 out of 10","8"
"050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","Santa Clara","CA","95051","SANTA CLARA","0.951607","0.997739","0.961759","0.988610","8 out of 10","7 out of 9","8 out of 10","8"
