"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"KY","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","95","","10/01/2015","03/31/2016"
"LA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","","10/01/2015","03/31/2016"
"MA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","93","","10/01/2015","03/31/2016"
"MD","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","97","","10/01/2015","03/31/2016"
"ME","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","","10/01/2015","03/31/2016"
"MI","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","","10/01/2015","03/31/2016"
"MN","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","92","","10/01/2015","03/31/2016"
"MO","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","","10/01/2015","03/31/2016"
"MP","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","Not Available","5 - Results are not available for this reporting period.","10/01/2015","03/31/2016"
"MS","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","","10/01/2015","03/31/2016"
"MT","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","85","","10/01/2015","03/31/2016"
"NC","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","97","","10/01/2015","03/31/2016"
"ND","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","","10/01/2015","03/31/2016"
"NE","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","92","","10/01/2015","03/31/2016"
"NH","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","","10/01/2015","03/31/2016"
"NJ","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","","10/01/2015","03/31/2016"
"NM","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","88","","10/01/2015","03/31/2016"
"NV","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","","10/01/2015","03/31/2016"
"NY","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","93","","10/01/2015","03/31/2016"
"OH","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","","10/01/2015","03/31/2016"
"OK","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","","10/01/2015","03/31/2016"
"OR","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","88","","10/01/2015","03/31/2016"
"PA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","","10/01/2015","03/31/2016"
"PR","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","38","","10/01/2015","03/31/2016"
"RI","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","","10/01/2015","03/31/2016"
"SC","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","","10/01/2015","03/31/2016"
"SD","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","","10/01/2015","03/31/2016"
"TN","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","","10/01/2015","03/31/2016"
"TX","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","95","","10/01/2015","03/31/2016"
"UT","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","","10/01/2015","03/31/2016"
"VA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","97","","10/01/2015","03/31/2016"
"VI","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","77","","10/01/2015","03/31/2016"
"VT","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","","10/01/2015","03/31/2016"
"WA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","","10/01/2015","03/31/2016"
"WI","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","","10/01/2015","03/31/2016"
"WV","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","95","","10/01/2015","03/31/2016"
"WY","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","","10/01/2015","03/31/2016"
"AK","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","64","","10/01/2015","03/31/2016"
"AL","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","75","","10/01/2015","03/31/2016"
"AR","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","85","","10/01/2015","03/31/2016"
"AS","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","Not Available","5 - Results are not available for this reporting period.","10/01/2015","03/31/2016"
"AZ","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","85","","10/01/2015","03/31/2016"
"CA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","82","","10/01/2015","03/31/2016"
"CO","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","97","","10/01/2015","03/31/2016"
"CT","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","88","","10/01/2015","03/31/2016"
"DC","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","95","","10/01/2015","03/31/2016"
"DE","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","90","","10/01/2015","03/31/2016"
"FL","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","76","","10/01/2015","03/31/2016"
"GA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","87","","10/01/2015","03/31/2016"
"GU","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","64","","10/01/2015","03/31/2016"
"HI","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","77","","10/01/2015","03/31/2016"
"IA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","92","","10/01/2015","03/31/2016"
"ID","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","89","","10/01/2015","03/31/2016"
"IL","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","87","","10/01/2015","03/31/2016"
"IN","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","89","","10/01/2015","03/31/2016"
"KS","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","93","","10/01/2015","03/31/2016"
"KY","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","83","","10/01/2015","03/31/2016"
"LA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","81","","10/01/2015","03/31/2016"
"MA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","90","","10/01/2015","03/31/2016"
"MD","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","95","","10/01/2015","03/31/2016"
"ME","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","84","","10/01/2015","03/31/2016"
"MI","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","88","","10/01/2015","03/31/2016"
"MN","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","79","","10/01/2015","03/31/2016"
"MO","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","90","","10/01/2015","03/31/2016"
"MP","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","93","","10/01/2015","03/31/2016"
"MS","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","79","","10/01/2015","03/31/2016"
"MT","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","82","","10/01/2015","03/31/2016"
"NC","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","95","","10/01/2015","03/31/2016"
"ND","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","90","","10/01/2015","03/31/2016"
"NE","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","92","","10/01/2015","03/31/2016"
"NH","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","93","","10/01/2015","03/31/2016"
"NJ","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","79","","10/01/2015","03/31/2016"
"NM","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","84","","10/01/2015","03/31/2016"
"NV","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","74","","10/01/2015","03/31/2016"
"NY","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","82","","10/01/2015","03/31/2016"
"OH","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","83","","10/01/2015","03/31/2016"
"OK","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","88","","10/01/2015","03/31/2016"
"OR","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","78","","10/01/2015","03/31/2016"
"PA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","89","","10/01/2015","03/31/2016"
"PR","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","64","","10/01/2015","03/31/2016"
"RI","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","92","","10/01/2015","03/31/2016"
"SC","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","88","","10/01/2015","03/31/2016"
"SD","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","95","","10/01/2015","03/31/2016"
"TN","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","87","","10/01/2015","03/31/2016"
"TX","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","86","","10/01/2015","03/31/2016"
"UT","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","95","","10/01/2015","03/31/2016"
"VA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","86","","10/01/2015","03/31/2016"
"VI","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","29","","10/01/2015","03/31/2016"
"VT","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","76","","10/01/2015","03/31/2016"
"WA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","88","","10/01/2015","03/31/2016"
"WI","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","94","","10/01/2015","03/31/2016"
"WV","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","86","","10/01/2015","03/31/2016"
"WY","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","91","","10/01/2015","03/31/2016"
"AK","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","84","","04/01/2015","03/31/2016"
"AL","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","66","","04/01/2015","03/31/2016"
"AR","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","77","","04/01/2015","03/31/2016"
"AS","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"AZ","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","91","","04/01/2015","03/31/2016"
"CA","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","92","","04/01/2015","03/31/2016"
"CO","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","93","","04/01/2015","03/31/2016"
"CT","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","89","","04/01/2015","03/31/2016"
"DC","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","92","","04/01/2015","03/31/2016"
"DE","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","83","","04/01/2015","03/31/2016"
"FL","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","94","","04/01/2015","03/31/2016"
"GA","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","87","","04/01/2015","03/31/2016"
"GU","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"HI","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","92","","04/01/2015","03/31/2016"
"IA","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","81","","04/01/2015","03/31/2016"
"ID","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","79","","04/01/2015","03/31/2016"
"IL","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","89","","04/01/2015","03/31/2016"
"IN","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","81","","04/01/2015","03/31/2016"
"KS","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","85","","04/01/2015","03/31/2016"
"KY","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","85","","04/01/2015","03/31/2016"
"LA","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","74","","04/01/2015","03/31/2016"
"MA","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","86","","04/01/2015","03/31/2016"
"MD","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","87","","04/01/2015","03/31/2016"
"ME","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","85","","04/01/2015","03/31/2016"
"MI","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","86","","04/01/2015","03/31/2016"
"MN","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","94","","04/01/2015","03/31/2016"
"MO","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","89","","04/01/2015","03/31/2016"
"MP","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"MS","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","57","","04/01/2015","03/31/2016"
"MT","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","90","","04/01/2015","03/31/2016"
"NC","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","86","","04/01/2015","03/31/2016"
"ND","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","93","","04/01/2015","03/31/2016"
"NE","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","82","","04/01/2015","03/31/2016"
"NH","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","78","","04/01/2015","03/31/2016"
"NJ","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","90","","04/01/2015","03/31/2016"
"NM","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","65","","04/01/2015","03/31/2016"
"NV","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","89","","04/01/2015","03/31/2016"
"NY","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","86","","04/01/2015","03/31/2016"
"OH","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","86","","04/01/2015","03/31/2016"
"OK","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","79","","04/01/2015","03/31/2016"
"OR","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","81","","04/01/2015","03/31/2016"
"PA","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","91","","04/01/2015","03/31/2016"
"PR","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","8","","04/01/2015","03/31/2016"
"RI","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","89","","04/01/2015","03/31/2016"
"SC","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","88","","04/01/2015","03/31/2016"
"SD","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","88","","04/01/2015","03/31/2016"
"TN","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","85","","04/01/2015","03/31/2016"
"TX","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","86","","04/01/2015","03/31/2016"
"UT","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","90","","04/01/2015","03/31/2016"
"VA","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","85","","04/01/2015","03/31/2016"
"VI","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","40","","04/01/2015","03/31/2016"
"VT","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","73","","04/01/2015","03/31/2016"
"WA","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","88","","04/01/2015","03/31/2016"
"WI","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","89","","04/01/2015","03/31/2016"
"WV","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","82","","04/01/2015","03/31/2016"
"WY","Stroke Care","Ischemic stroke patients who got medicine to break up a blood clot within 3 hours after symptoms started Higher percentages are better","STK_4","75","","04/01/2015","03/31/2016"
"AK","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","99","","04/01/2015","03/31/2016"
"AL","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","93","","04/01/2015","03/31/2016"
"AR","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"AS","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"AZ","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","90","","04/01/2015","03/31/2016"
"CA","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","95","","04/01/2015","03/31/2016"
"CO","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"CT","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","93","","04/01/2015","03/31/2016"
"DC","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"DE","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","77","","04/01/2015","03/31/2016"
"FL","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","95","","04/01/2015","03/31/2016"
"GA","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"GU","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","100","","04/01/2015","03/31/2016"
"HI","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","83","","04/01/2015","03/31/2016"
"IA","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","91","","04/01/2015","03/31/2016"
"ID","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","97","","04/01/2015","03/31/2016"
"IL","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","89","","04/01/2015","03/31/2016"
"IN","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"KS","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","96","","04/01/2015","03/31/2016"
"KY","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","91","","04/01/2015","03/31/2016"
"LA","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"MA","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","89","","04/01/2015","03/31/2016"
"MD","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","96","","04/01/2015","03/31/2016"
"ME","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","91","","04/01/2015","03/31/2016"
"MI","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","93","","04/01/2015","03/31/2016"
"MN","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"MO","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","95","","04/01/2015","03/31/2016"
"MP","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"MS","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"MT","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","97","","04/01/2015","03/31/2016"
"NC","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"ND","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","90","","04/01/2015","03/31/2016"
"NE","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","96","","04/01/2015","03/31/2016"
"NH","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","86","","04/01/2015","03/31/2016"
"NJ","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
